,Name,RushesGame,RushYardGame,YardAttempt,RushTdGame,TargetsGame,RecGame,RecYardsGame,RecTdGame,PointsGame,Score,RZattemptsGame,RZyardsGame,RZYardAtt,RZTDGame,RZTarGame,RZRecGame,RZRecYarGame,RZRecTDGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,OpponentTacklesForLossPercentage,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentRushingYards,OpponentRushingYardsPerAttempt,TacklesForLossPercentage,OpponentRushingTouchdowns
10,TJ Yeldon,7.0,47.25,6.0,0.25,4.0,2.75,17.5,0.0,11.225000000000001,10.2,1.0,1.0,0.25,0.0,0.25,0.25,0.5,0.0,0.15,27.25,35.02499999999999,26.299999999999997,13.975,35.975,40.3,23.8,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,13.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
11,Leonard Fournette,21.875,92.5,4.05,0.75,3.375,2.375,19.5,0.125,20.325,7.2,2.25,4.5,1.125,0.5,0.125,0.125,1.25,0.125,4.45,41.5,59.15,52.9625,8.25,58.8375,61.237500000000004,23.8,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,13.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
12,Tommy Bohanon,0.3,0.3,0.3,0.0,1.1,0.6,4.3,0.1,1.6600000000000001,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.71,20.4,28.679999999999996,1.2,5.2700000000000005,3.8999999999999995,6.469999999999999,23.8,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,13.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
13,Corey Grant,2.0,17.9,9.18,0.1,0.4,0.3,4.1,0.0,3.1,0.0,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.04,3.7,5.14,26.5,14.080000000000002,30.580000000000002,40.58,23.8,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,13.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
14,Chris Ivory,8.4,28.6,2.9899999999999998,0.1,2.7,2.0,17.2,0.1,7.679999999999998,-1.6,1.6,3.9,1.64,0.1,0.2,0.1,0.7,0.0,1.16,24.5,34.75,37.76,11.059999999999999,45.6,48.82,23.8,False,-6.0,37.0,21.5,26.1,67.375,365.9375,5.4,20.75,14.1875,37.4,3.125,64.0,13.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
15,Todd Gurley,20.5,86.83333333333333,4.166666666666667,0.6666666666666666,5.0,3.8333333333333335,40.833333333333336,0.5,24.766666666666666,28.4,3.5,7.5,3.3000000000000003,0.6666666666666666,1.0,0.6666666666666666,5.833333333333333,0.3333333333333333,7.833333333333335,52.5,82.38333333333334,39.016666666666666,9.383333333333335,46.28333333333333,48.45000000000001,20.099999999999998,True,-3.0,45.5,24.25,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,18.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
16,Malcolm Brown,2.2,6.6,1.6,0.2,0.8,0.8,7.8,0.0,3.4400000000000004,6.5,0.8,0.6,-0.34,0.2,0.0,0.0,0.0,0.0,1.26,8.8,13.9,20.580000000000002,11.3,31.880000000000003,31.880000000000003,20.099999999999998,True,-3.0,45.5,24.25,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,18.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
17,Todd Gurley,18.545454545454547,78.63636363636364,4.236363636363636,0.7272727272727273,5.363636363636363,3.8181818181818183,43.54545454545455,0.2727272727272727,22.945454545454545,21.8,4.0,9.727272727272727,2.772727272727273,0.7272727272727273,0.7272727272727273,0.36363636363636365,3.1818181818181817,0.18181818181818182,7.018181818181817,53.36363636363637,80.77272727272728,35.17272727272728,9.89090909090909,42.29090909090909,45.09090909090909,23.072727272727274,False,-7.0,43.0,25.0,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,18.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
18,Lance Dunbar,2.5,15.5,3.1,0.0,0.5,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,11.85,25.0,5.0,25.0,30.0,23.072727272727274,False,-7.0,43.0,25.0,29.9,62.5,361.5,5.8,19.4375,13.375,41.1,4.3125,55.1,18.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
19,Wayne Gallman,7.818181818181818,33.54545454545455,4.336363636363637,0.0,3.4545454545454546,2.5454545454545454,13.545454545454545,0.09090909090909091,7.70909090909091,12.2,1.0909090909090908,3.4545454545454546,2.1545454545454543,0.0,0.18181818181818182,0.18181818181818182,1.0,0.09090909090909091,1.1727272727272726,22.454545454545453,32.2,36.01818181818181,14.490909090909089,45.62727272727273,50.54545454545455,22.45714285714286,False,3.0,39.0,18.0,15.4,64.75,314.25,4.9,16.9375,14.1875,32.6,2.4375,48.7,20.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
20,Orleans Darkwa,11.153846153846153,45.15384615384615,4.107692307692309,0.3076923076923077,2.076923076923077,1.4615384615384615,8.923076923076923,0.0,9.1,1.0,1.4615384615384615,2.8461538461538463,1.276923076923077,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,1.823076923076923,21.0,32.22307692307693,50.36923076923077,10.169230769230769,57.776923076923076,60.53846153846154,22.45714285714286,False,3.0,39.0,18.0,15.4,64.75,314.25,4.9,16.9375,14.1875,32.6,2.4375,48.7,20.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
21,Paul Perkins,3.888888888888889,8.11111111111111,1.2777777777777777,0.0,1.0,0.7777777777777778,3.888888888888889,0.0,1.9777777777777774,1.0,0.5555555555555556,0.7777777777777778,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,12.333333333333334,19.08888888888889,22.333333333333332,4.222222222222222,25.48888888888889,26.555555555555557,22.45714285714286,False,3.0,39.0,18.0,15.4,64.75,314.25,4.9,16.9375,14.1875,32.6,2.4375,48.7,20.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
22,Shane Vereen,3.0,10.714285714285714,2.8999999999999995,0.0,3.642857142857143,3.142857142857143,18.071428571428573,0.0,5.95,0.0,0.2857142857142857,1.0,1.0,0.0,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.0,0.12142857142857144,21.714285714285715,32.621428571428574,14.057142857142855,15.95,27.871428571428574,30.34285714285715,22.45714285714286,False,3.0,39.0,18.0,15.4,64.75,314.25,4.9,16.9375,14.1875,32.6,2.4375,48.7,20.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
23,Shane Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,8.433333333333334,0.0,0.0,0.0,0.0,22.45714285714286,False,3.0,39.0,18.0,15.4,64.75,314.25,4.9,16.9375,14.1875,32.6,2.4375,48.7,20.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
24,LeGarrette Blount,10.5,62.25,4.35,0.25,0.75,0.75,5.25,0.25,11.25,7.4,2.0,2.25,1.1,0.25,0.5,0.5,0.25,0.25,3.75,19.25,25.974999999999998,44.225,6.199999999999999,50.45,50.45,20.1,True,-6.0,44.5,25.25,28.6,67.0625,365.75,5.5,21.125,14.375,41.7,3.4375,65.5,21.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
25,Corey Clement,4.0,13.0,1.675,0.25,0.0,0.0,0.0,0.0,2.8,4.9,0.5,2.5,2.5,0.25,0.0,0.0,0.0,0.0,1.75,6.75,8.674999999999999,34.575,0.0,34.575,34.575,20.1,True,-6.0,44.5,25.25,28.6,67.0625,365.75,5.5,21.125,14.375,41.7,3.4375,65.5,21.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
26,Kenjon Barner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,True,-6.0,44.5,25.25,28.6,67.0625,365.75,5.5,21.125,14.375,41.7,3.4375,65.5,21.1,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
27,JD McKissic,3.2,13.2,3.66,0.2,2.6,1.8,21.2,0.2,7.640000000000001,8.6,0.4,1.2,1.2,0.0,0.4,0.2,1.4,0.0,0.45999999999999996,19.4,26.159999999999997,19.82,13.8,29.48,33.620000000000005,22.7375,False,-6.0,40.0,23.0,22.9,62.9375,330.375,5.2,18.6875,13.25,37.3,2.8125,55.6,23.7,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
28,Thomas Rawls,6.5,16.333333333333332,1.7833333333333334,0.0,1.3333333333333333,0.8333333333333334,10.333333333333334,0.0,3.3333333333333326,5.9,1.6666666666666667,-0.6666666666666666,-0.3666666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,-0.06666666666666667,27.0,36.25,21.483333333333334,3.883333333333333,23.866666666666664,25.366666666666664,22.7375,False,-6.0,40.0,23.0,22.9,62.9375,330.375,5.2,18.6875,13.25,37.3,2.8125,55.6,23.7,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
29,CJ Prosise,2.0,5.0,1.25,0.0,2.75,1.5,21.75,0.0,4.175000000000001,0.3,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.025,15.5,23.25,9.95,13.45,17.125,23.4,22.7375,False,-6.0,40.0,23.0,22.9,62.9375,330.375,5.2,18.6875,13.25,37.3,2.8125,55.6,23.7,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
30,Carlos Hyde,16.333333333333332,84.33333333333333,5.566666666666667,0.6666666666666666,5.333333333333333,4.0,20.333333333333332,0.0,19.46666666666667,14.5,4.666666666666667,10.333333333333334,2.066666666666667,0.6666666666666666,1.0,1.0,7.333333333333333,0.0,6.766666666666666,48.666666666666664,78.3,32.833333333333336,11.633333333333335,41.4,44.43333333333334,19.2,False,6.5,43.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
31,Kyle Juszczyk,0.3333333333333333,0.0,0.0,0.0,1.6666666666666667,1.0,17.0,0.0,2.7000000000000006,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,33.233333333333334,1.7666666666666666,8.3,6.533333333333334,10.033333333333333,19.2,False,6.5,43.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
32,Matt Breida,3.6666666666666665,18.333333333333332,4.866666666666667,0.0,2.0,1.3333333333333333,7.666666666666667,0.0,3.933333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,19.666666666666668,32.166666666666664,15.733333333333334,42.13333333333333,47.93333333333334,19.2,False,6.5,43.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
33,Raheem Mostert,1.3333333333333333,3.6666666666666665,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.866666666666667,16.666666666666668,0.0,16.666666666666668,16.666666666666668,19.2,False,6.5,43.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
34,Carlos Hyde,14.0,56.625,3.9375,0.5,5.75,3.875,23.0,0.0,15.2125,21.5,2.625,4.75,1.1875,0.5,0.625,0.5,3.875,0.0,4.3625,48.625,71.625,28.462499999999995,11.825,36.337500000000006,40.275000000000006,22.214285714285715,True,2.5,39.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
35,Matt Breida,5.25,20.375,3.95,0.0,3.125,1.75,12.875,0.125,5.825,3.9,0.375,1.375,1.375,0.0,0.25,0.0,0.0,0.0,0.1375,18.875,27.0875,28.375000000000004,16.474999999999998,37.525,44.887499999999996,22.214285714285715,True,2.5,39.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
36,Kyle Juszczyk,0.6666666666666666,3.8333333333333335,3.8333333333333335,0.0,2.0,1.3333333333333333,13.333333333333334,0.16666666666666666,4.05,1.0,0.16666666666666666,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.3166666666666667,23.5,34.53333333333333,2.9,8.133333333333333,8.316666666666666,11.016666666666666,22.214285714285715,True,2.5,39.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
37,Raheem Mostert,0.75,3.75,2.725,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.325,21.875,0.0,21.875,21.875,22.214285714285715,True,2.5,39.5,18.5,20.7,66.125,349.3125,5.3,20.0625,14.625,38.9,3.1875,47.1,21.8,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
38,Doug Martin,13.0,74.0,5.7,1.0,3.0,1.0,8.0,0.0,15.2,15.4,2.0,11.0,5.5,1.0,0.0,0.0,0.0,0.0,7.1,26.0,36.1,50.0,11.5,53.8,61.5,19.0,False,-2.5,46.5,24.5,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
39,Charles Sims,1.5,5.75,5.0,0.0,3.0,2.25,13.5,0.0,3.9250000000000003,8.5,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.0,0.075,25.25,39.375,6.2,11.125,14.6,17.35,19.0,False,-2.5,46.5,24.5,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
40,Jacquizz Rodgers,10.75,41.75,3.0999999999999996,0.25,1.0,0.75,9.5,0.0,7.375,1.7,2.0,5.25,0.525,0.25,0.0,0.0,0.0,0.0,2.025,27.5,43.150000000000006,35.275,3.9000000000000004,38.525,39.175000000000004,19.0,False,-2.5,46.5,24.5,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
41,Peyton Barber,3.0,12.25,1.425,0.0,0.0,0.0,0.0,0.0,1.225,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.025,5.0,7.175,28.125,0.0,28.125,28.125,19.0,False,-2.5,46.5,24.5,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
42,Derrick Henry,10.416666666666666,52.416666666666664,4.566666666666667,0.3333333333333333,1.0,0.5833333333333334,4.583333333333333,0.0,8.783333333333335,8.0,1.4166666666666667,5.416666666666667,1.325,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.0,1.7666666666666666,24.666666666666668,38.866666666666674,41.28333333333334,3.6,43.474999999999994,44.9,22.96666666666667,False,-2.5,42.0,22.25,20.9,60.875,314.0,5.2,18.125,12.625,35.1,2.5,52.5,19.0,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
43,DeMarco Murray,11.666666666666666,43.166666666666664,3.5749999999999997,0.4166666666666667,3.25,2.75,19.833333333333332,0.08333333333333333,12.216666666666669,6.7,1.5,3.4166666666666665,1.8916666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0833333333333333,0.08333333333333333,3.116666666666666,42.0,65.425,28.76666666666667,7.8833333333333355,35.44166666666667,36.641666666666666,22.96666666666667,False,-2.5,42.0,22.25,20.9,60.875,314.0,5.2,18.125,12.625,35.1,2.5,52.5,19.0,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
44,David Fluellen,0.3333333333333333,1.75,0.75,0.0,0.0,0.0,0.0,0.0,0.17500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,2.025,9.166666666666666,0.0,9.166666666666666,9.166666666666666,22.96666666666667,False,-2.5,42.0,22.25,20.9,60.875,314.0,5.2,18.125,12.625,35.1,2.5,52.5,19.0,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
45,Samaje Perine,10.923076923076923,39.23076923076923,2.8000000000000003,0.07692307692307693,1.4615384615384615,1.3076923076923077,10.153846153846153,0.07692307692307693,7.553846153846155,8.6,1.4615384615384615,3.230769230769231,1.123076923076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,1.3461538461538458,22.384615384615383,34.60000000000001,37.08461538461539,4.238461538461538,41.01538461538462,41.330769230769235,22.33076923076923,True,-4.0,40.0,22.0,21.4,61.375,324.9375,5.3,17.375,12.75,32.4,2.875,54.3,23.9,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
46,Leshun Daniels Jr.,0.6666666666666666,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,6.533333333333334,6.666666666666667,0.0,6.666666666666667,6.666666666666667,22.33076923076923,True,-4.0,40.0,22.0,21.4,61.375,324.9375,5.3,17.375,12.75,32.4,2.875,54.3,23.9,22.6,62.9375,310.9375,4.9,17.6875,14.0,35.7,2.875,58.7,89.625,3.5,23.2,0.75
47,LeSean McCoy,16.0,46.666666666666664,2.433333333333333,0.0,6.666666666666667,6.0,43.666666666666664,0.0,16.03333333333333,13.8,3.0,6.666666666666667,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,45.666666666666664,70.13333333333334,34.43333333333334,14.966666666666667,47.93333333333334,49.4,31.266666666666666,False,8.0,48.0,20.0,18.9,63.125,302.625,4.8,17.375,15.0625,41.9,2.75,52.3,23.4,19.7,62.125,318.375,5.1,20.1875,12.25,38.3,3.0,45.8,104.0625,4.1,21.1,0.5625
48,Mike Tolbert,8.666666666666666,29.333333333333332,2.966666666666667,0.3333333333333333,1.0,0.6666666666666666,4.666666666666667,0.0,6.066666666666666,3.1,2.0,5.666666666666667,1.9000000000000001,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,2.566666666666667,19.0,28.766666666666666,42.56666666666666,5.6000000000000005,46.56666666666667,48.13333333333333,31.266666666666666,False,8.0,48.0,20.0,18.9,63.125,302.625,4.8,17.375,15.0625,41.9,2.75,52.3,23.4,19.7,62.125,318.375,5.1,20.1875,12.25,38.3,3.0,45.8,104.0625,4.1,21.1,0.5625
