Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
171,Khadarel Hodge,LAR,WR,16,ARI,15,10,3000,0.36
171,Tim White,BAL,WR,16,LAC,8,8,null,0.36
174,Brandon Zylstra,MIN,WR,16,DET,16,23,3000,0.35
175,Javon Wims,CHI,WR,16,SF,26,29,3000,0.34
176,Isaiah Ford,MIA,WR,16,JAX,6,1,3000,0.33
177,Malik Turner,SEA,WR,16,KC,31,17,3000,0.31
178,Darrius Heyward-Bey,PIT,WR,16,NO,13,32,3000,0.3
179,Matthew Slater,NE,WR,16,BUF,4,4,3000,0.24
180,Pharoh Cooper,ARI,WR,16,LAR,20,21,3000,0.17
181,Jehu Chesson,WAS,WR,16,TEN,3,22,3000,0.02
182,AJ Green,CIN,WR,16,CLE,24,16,null,0
182,Ricardo Louis,CLE,WR,16,CIN,32,19,null,0
182,Derrick Willies,CLE,WR,16,CIN,32,19,null,0
182,Rod Streater,CLE,WR,16,CIN,32,19,null,0
182,Bernard Reedy,TB,WR,16,DAL,7,3,null,0
182,Reggie Davis,DAL,WR,16,TB,30,26,null,0
182,Terrance Williams,DAL,WR,16,TB,30,26,3000,0
182,Marvin Jones,DET,WR,16,MIN,5,2,null,0
182,Tavarres King,MIN,WR,16,DET,16,23,null,0
182,Michael Campanaro,TEN,WR,16,WAS,12,24,3000,0
182,Paul Richardson,WAS,WR,16,TEN,3,22,null,0
182,Robert Davis,WAS,WR,16,TEN,3,22,null,0
182,Trey Quinn,WAS,WR,16,TEN,3,22,null,0
182,Cam Sims,WAS,WR,16,TEN,3,22,null,0
182,James Wright,IND,WR,16,NYG,17,7,null,0
182,Khalif Raymond,NYG,WR,16,IND,9,6,null,0
182,Krishawn Hogan,IND,WR,16,NYG,17,7,null,0
182,Daurice Fountain,IND,WR,16,NYG,17,7,3000,0
182,Steve Ishmael,IND,WR,16,NYG,17,7,null,0
182,Kaelin Clay,NYG,WR,16,IND,9,6,null,0
182,Quadree Henderson,NYG,WR,16,IND,9,6,null,0
182,Tevaun Smith,JAX,WR,16,MIA,28,18,null,0
182,Albert Wilson,MIA,WR,16,JAX,6,1,3000,0
182,Jakeem Grant,MIA,WR,16,JAX,6,1,null,0
182,Jaydon Mickens,JAX,WR,16,MIA,28,18,null,0
182,Riley McCarron,NE,WR,16,BUF,4,4,null,0
182,Braxton Berrios,NE,WR,16,BUF,4,4,3000,0
182,Cam Phillips,BUF,WR,16,NE,21,11,null,0
182,Deontay Burnett,NYJ,WR,16,GB,18,28,3000,0
182,Neal Sterling,NYJ,WR,16,GB,18,28,null,0
182,Trevor Davis,GB,WR,16,NYJ,23,30,null,0
182,Geronimo Allison,GB,WR,16,NYJ,23,30,3000,0
182,Mike Wallace,PHI,WR,16,HOU,10,9,3000,0
182,Sammie Coates,HOU,WR,16,PHI,25,31,3000,0
182,Will Fuller,HOU,WR,16,PHI,25,31,3000,0
182,Braxton Miller,PHI,WR,16,HOU,10,9,null,0
182,Mack Hollins,PHI,WR,16,HOU,10,9,3000,0
182,Kamar Aiken,PHI,WR,16,HOU,10,9,null,0
182,Damiere Byrd,CAR,WR,16,ATL,27,27,null,0
182,Mose Frazier,CAR,WR,16,ATL,27,27,3000,0
182,Kendall Wright,ARI,WR,16,LAR,20,21,null,0
182,Austin Proehl,LAR,WR,16,ARI,15,10,null,0
182,Mike Thomas,LAR,WR,16,ARI,15,10,null,0
182,Cooper Kupp,LAR,WR,16,ARI,15,10,null,0
182,Christian Kirk,ARI,WR,16,LAR,20,21,null,0
182,Artavis Scott,LAC,WR,16,BAL,1,5,3000,0
182,Jaleel Scott,BAL,WR,16,LAC,8,8,3000,0
182,Jordan Lasley,BAL,WR,16,LAC,8,8,3000,0
182,Dylan Cantrell,LAC,WR,16,BAL,1,5,3000,0
182,Maxwell McCaffrey,SF,WR,16,CHI,2,12,null,0
182,Pierre Garcon,SF,WR,16,CHI,2,12,null,0
182,Daniel Brown,CHI,WR,16,SF,26,29,2500,0
182,Aaron Burbridge,SF,WR,16,CHI,2,12,null,0
182,Tanner Gentry,CHI,WR,16,SF,26,29,null,0
182,Ted Ginn,NO,WR,16,PIT,14,13,3000,0
182,Justin Hunter,PIT,WR,16,NO,13,32,null,0
182,Cameron Meredith,NO,WR,16,PIT,14,13,null,0
182,Justin Hardee,NO,WR,16,PIT,14,13,null,0
182,Brandon Marshall,NO,WR,16,PIT,14,13,null,0
182,Dez Bryant,NO,WR,16,PIT,14,13,null,0
182,Keenan Reynolds,SEA,WR,16,KC,31,17,null,0
182,De'Anthony Thomas,KC,WR,16,SEA,11,20,null,0
182,Amara Darboh,SEA,WR,16,KC,31,17,null,0
182,Gehrig Dieter,KC,WR,16,SEA,11,20,3000,0
182,Emmanuel Sanders,DEN,WR,16,OAK,29,15,null,0
182,Martavis Bryant,OAK,WR,16,DEN,19,14,null,0
182,Saeed Blacknall,OAK,WR,16,DEN,19,14,null,0
182,Brandon LaFell,OAK,WR,16,DEN,19,14,null,0
182,Ardarius Stewart,OAK,WR,16,DEN,19,14,3000,0
