Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
20,TJ Yeldon,JAX,RB,14,104,414,4,1,77,55,487,4,1,1,12.4,174.1
21,Lamar Miller,HOU,RB,13,193,917,4.8,4,33,23,163,1,1,1,13.2,172
22,Chris Carson,SEA,RB,12,201,913,4.5,6,23,19,156,0,3,2,14.3,171.9
23,Matt Breida,SF,RB,13,149,794,5.3,3,30,26,255,2,1,1,13,168.9
24,Marlon Mack,IND,RB,10,158,755,4.8,7,20,13,100,1,1,1,15.8,158.5
25,Austin Ekeler,LAC,RB,13,98,496,5.1,2,52,39,404,3,1,1,12.2,158
26,Dion Lewis,TEN,RB,14,152,512,3.4,1,59,53,357,1,1,1,10.8,150.9
27,Isaiah Crowell,NYJ,RB,13,143,685,4.8,6,28,21,152,0,0,0,11.3,146.7
28,Kerryon Johnson,DET,RB,10,118,641,5.4,3,39,32,213,1,1,1,14.6,146.4
29,Jordan Howard,CHI,RB,14,216,773,3.6,6,22,17,123,0,2,1,10.3,144.6
30,Nyheim Hines,IND,RB,14,82,308,3.8,1,71,56,359,2,1,0,10,140.7
31,Jalen Richard,OAK,RB,14,48,247,5.1,0,74,62,550,0,3,2,10,139.7
32,Peyton Barber,TB,RB,14,202,762,3.8,5,25,16,77,1,1,1,9.8,137.9
33,Dalvin Cook,MIN,RB,9,106,503,4.7,2,41,33,249,2,2,2,14.8,133.2
34,Mark Ingram,NO,RB,10,122,582,4.8,5,23,18,147,1,2,1,13.2,131.9
35,Latavius Murray,MIN,RB,14,129,538,4.2,6,24,20,135,0,0,0,9.2,128.3
36,Sony Michel,NE,RB,11,177,765,4.3,5,11,7,50,0,1,1,11.5,126.5
37,Mike Davis,SEA,RB,13,98,439,4.5,3,38,32,202,1,0,0,9.5,123.1
38,Duke Johnson,CLE,RB,14,34,168,4.9,0,52,40,372,3,1,0,8.3,116
39,LeSean McCoy,BUF,RB,12,145,479,3.3,2,40,29,210,0,0,0,9.4,112.9
40,Alex Collins,BAL,RB,10,114,411,3.6,7,21,15,105,1,3,3,11.2,111.6
41,Theo Riddick,DET,RB,12,33,149,4.5,0,69,57,377,0,0,0,9.1,109.6
42,Frank Gore,MIA,RB,14,156,722,4.6,0,16,12,124,1,1,0,7.5,105.6
43,Leonard Fournette,JAX,RB,7,115,396,3.4,4,21,19,157,1,0,0,14.9,104.3
44,Wendell Smallwood,PHI,RB,14,74,308,4.2,3,27,20,182,2,2,1,7.1,100
45,Ito Smith,ATL,RB,14,90,315,3.5,4,32,27,152,0,1,0,7,97.7
46,Javorius Allen,BAL,RB,14,41,110,2.7,3,43,35,196,2,1,1,6.8,94.6
47,Doug Martin,OAK,RB,14,130,516,4,3,20,16,106,0,2,2,6.7,94.2
48,Carlos Hyde,JAX,RB,12,154,511,3.3,5,14,8,27,0,2,1,7.6,90.8
49,Giovani Bernard,CIN,RB,10,53,204,3.8,3,41,31,210,0,0,0,9,90.4
50,Alfred Blue,HOU,RB,14,143,473,3.3,2,19,14,116,0,0,0,6.1,84.9
51,Marshawn Lynch,OAK,RB,6,90,376,4.2,3,20,15,84,0,0,0,13.7,82
52,Royce Freeman,DEN,RB,12,106,440,4.2,5,9,6,29,0,1,1,6.8,81.9
53,Jamaal Williams,GB,RB,14,98,365,3.7,2,29,18,133,0,0,0,5.8,81.8
54,LeGarrette Blount,DET,RB,14,132,374,2.8,5,11,8,72,0,2,1,5.8,81.6
55,Corey Clement,PHI,RB,11,68,259,3.8,2,25,22,192,0,4,0,7.4,81.1
56,Chris Thompson,WAS,RB,8,37,148,4,0,46,35,246,1,1,0,10,80.4
57,Gus Edwards,BAL,RB,9,111,550,5,2,1,1,7,0,0,0,8.9,79.7
58,Spencer Ware,KC,RB,13,51,246,4.8,2,23,20,224,0,0,0,6.1,79
59,Devontae Booker,DEN,RB,14,26,148,5.7,1,39,30,234,0,1,1,5.2,73.2
60,Rashaad Penny,SEA,RB,13,81,413,5.1,2,12,9,75,0,0,0,5.6,72.8
61,Josh Adams,PHI,RB,11,98,440,4.5,3,9,4,25,0,0,0,6.4,70.5
62,Ty Montgomery,BAL,RB,11,39,175,4.5,1,36,24,226,0,2,1,6.3,69.1
63,Chris Ivory,BUF,RB,12,101,340,3.4,1,20,12,159,0,1,0,5.7,67.9
64,Kyle Juszczyk,SF,FB,14,6,21,3.5,0,38,29,309,1,1,1,4.8,67
65,Jacquizz Rodgers,TB,RB,14,28,101,3.6,0,37,30,247,0,1,1,4.8,66.8
66,Jaylen Samuels,PIT,FB,12,42,201,4.8,0,18,16,148,2,1,0,5.5,65.9
67,Bilal Powell,NYJ,RB,7,80,343,4.3,0,18,11,110,1,2,1,8.8,61.3
68,Damien Williams,KC,RB,12,26,102,3.9,3,16,15,115,1,0,0,5.1,60.7
69,Jordan Wilkins,IND,RB,14,57,318,5.6,1,16,15,80,0,2,2,4.2,58.8
70,Kapri Bibbs,WAS,RB,10,20,101,5,3,18,13,102,1,1,0,5.7,57.3
71,Elijah McGuire,NYJ,RB,6,60,200,3.3,2,24,14,119,0,1,1,9.5,56.9
72,Chase Edmonds,ARI,RB,14,50,174,3.5,2,19,17,98,0,1,0,4,56.2
73,Alfred Morris,SF,RB,11,95,317,3.3,1,13,7,69,0,2,1,4.6,50.6
74,Justin Jackson,LAC,RB,7,43,197,4.6,2,9,8,88,0,0,0,6.9,48.5
75,Trenton Cannon,NYJ,RB,14,34,93,2.7,1,22,16,139,0,0,0,3.2,45.2
76,Jay Ajayi,PHI,RB,4,45,184,4.1,3,6,5,20,0,1,1,11.1,44.4
77,James Develin,NE,RB,14,6,8,1.3,4,17,11,59,0,0,0,3,41.7
78,Jeffery Wilson,SF,RB,4,52,230,4.4,0,13,10,87,0,3,2,9.9,39.7
79,Raheem Mostert,SF,RB,9,34,261,7.7,1,7,6,25,0,1,1,4.4,39.6
80,Malcolm Brown,LAR,RB,12,43,212,4.9,0,7,5,52,1,0,0,3.3,39.4
81,Marcus Murphy,BUF,RB,11,52,250,4.8,0,19,11,26,0,1,0,3.5,38.6
82,Kenneth Dixon,BAL,RB,4,40,188,4.7,2,3,3,29,0,1,0,9.2,36.7
83,Darren Sproles,PHI,RB,4,13,64,4.9,1,14,10,72,1,0,0,8.9,35.6
84,Wayne Gallman,NYG,RB,13,43,141,3.3,0,21,13,82,0,2,1,2.6,34.3
85,Kalen Ballage,MIA,RB,10,20,134,6.7,1,6,6,16,0,0,0,3,30
86,Rex Burkhead,NE,RB,6,39,133,3.4,0,13,9,73,0,1,0,4.9,29.6
87,Zach Zenner,DET,RB,6,26,127,4.9,2,5,4,4,0,0,0,4.8,29.1
88,Rod Smith,DAL,RB,14,30,99,3.3,0,9,7,46,0,0,0,1.5,21.5
89,Brandon Bolden,MIA,RB,14,4,82,20.5,2,1,1,0,0,0,0,1.5,21.2
90,Ronald Jones II,TB,RB,7,23,44,1.9,1,9,7,33,0,0,0,3,20.7
91,Zach Line,NO,FB,14,6,22,3.7,0,9,5,14,2,0,0,1.5,20.6
92,CJ Ham,MIN,RB,14,5,7,1.4,0,15,11,85,0,0,0,1.4,20.2
93,Anthony Sherman,KC,FB,14,1,2,2,0,7,6,77,1,0,0,1.4,19.9
94,CJ Anderson,OAK,RB,9,24,104,4.3,0,3,1,24,1,0,0,2.2,19.8
95,Corey Grant,JAX,RB,5,13,40,3.1,0,12,9,67,0,0,0,3.9,19.7
96,Taquan Mizzell,CHI,RB,7,8,15,1.9,0,8,6,51,1,0,0,2.7,18.6
97,Stevan Ridley,PIT,RB,9,26,76,2.9,1,4,3,18,0,1,1,1.9,17.4
98,Dontrell Hilliard,CLE,RB,9,0,0,0,0,9,8,90,0,0,0,1.8,16
99,Devonta Freeman,ATL,RB,2,14,68,4.9,0,7,5,23,0,0,0,7,14.1
100,Alex Armah,CAR,RB,14,8,14,1.8,2,0,0,0,0,0,0,1,13.4
101,Darrel Williams,KC,RB,3,2,13,6.5,0,3,3,27,1,0,0,4.3,13
102,Andy Janovich,DEN,FB,14,2,5,2.5,0,7,5,71,0,0,0,0.9,12.6
103,Mark Walton,CIN,RB,12,14,34,2.4,0,8,5,41,0,0,0,1,12.5
104,Elijhaa Penny,NYG,RB,10,7,25,3.6,0,7,6,39,0,0,0,1.2,12.4
105,TJ Logan,ARI,RB,8,2,2,1,0,7,7,37,0,0,0,1.4,10.9
106,Patrick DiMarco,BUF,FB,14,1,9,9,0,4,3,62,0,0,0,0.7,10.1
107,Deandre Washington,OAK,RB,8,25,86,3.4,0,1,1,9,0,1,1,1.2,9.5
108,Detrez Newsome,LAC,RB,8,11,49,4.5,0,2,2,19,0,0,0,1.1,8.8
109,Tommy Bohanon,JAX,FB,14,1,0,0,0,8,5,34,0,0,0,0.6,8.4
110,Byron Marshall,WAS,RB,4,3,9,3,0,5,4,30,0,0,0,2,7.9
111,Kenjon Barner,CAR,RB,8,19,71,3.7,0,0,0,0,0,1,0,0.9,7.1
111,Roc Thomas,MIN,RB,5,8,30,3.8,0,4,2,21,0,0,0,1.4,7.1
113,Mike Boone,MIN,RB,7,11,47,4.3,0,3,2,1,0,0,0,1,6.8
114,Roosevelt Nix,PIT,RB,14,0,0,0,0,4,3,36,0,0,0,0.5,6.6
115,Tyler Ervin,HOU,RB,9,0,0,0,0,4,3,35,0,1,0,0.7,6.5
116,Shaun Wilson,TB,RB,5,6,29,4.8,0,5,3,5,0,0,0,1.3,6.4
117,Keith Ford,BUF,RB,1,14,46,3.3,0,1,1,7,0,0,0,6.3,6.3
118,Keith Smith,OAK,FB,14,1,0,0,0,6,4,22,0,0,0,0.4,6.2
119,Samaje Perine,WAS,RB,4,5,25,5,0,4,3,5,0,0,0,1.5,6
120,Tre Madden,SEA,RB,12,3,3,1,0,3,2,35,0,0,0,0.5,5.8
121,Mike Gillislee,NO,RB,4,16,43,2.7,0,1,1,9,0,1,1,1.3,5.2
122,CJ Prosise,SEA,RB,5,1,-3,-3,0,3,3,22,0,0,0,1,4.9
122,Ameer Abdullah,MIN,RB,8,1,1,1,0,4,3,28,0,1,1,0.6,4.9
124,Dwayne Washington,NO,RB,5,16,46,2.9,0,0,0,0,0,0,0,0.9,4.6
125,Jeremy Hill,NE,RB,1,4,25,6.2,0,1,1,6,0,0,0,4.1,4.1
125,De'Lance Turner,BAL,RB,4,1,4,4,0,2,2,17,0,0,0,1,4.1
127,Derrick Coleman,ARI,FB,14,2,3,1.5,0,3,2,17,0,0,0,0.3,4
128,Nick Bellore,DET,RB,12,1,0,0,0,3,3,7,0,0,0,0.3,3.7
129,David Williams,JAX,RB,2,6,34,5.7,0,0,0,0,0,0,0,1.7,3.4
129,Jamaal Charles,JAX,RB,2,6,7,1.2,0,3,2,7,0,0,0,1.7,3.4
131,Jamize Olawale,DAL,FB,14,0,0,0,0,3,2,13,0,0,0,0.2,3.3
132,Alan Cross,TB,FB,14,0,0,0,0,5,2,9,0,0,0,0.2,2.9
133,Ricky Ortiz,ATL,RB,10,0,0,0,0,3,2,7,0,0,0,0.3,2.7
134,Benjamin Cunningham,CHI,RB,13,5,7,1.4,0,2,1,9,0,0,0,0.2,2.6
135,Justin Davis,LAR,RB,10,2,19,9.5,0,0,0,0,0,0,0,0.2,1.9
136,Jonathan Stewart,NYG,RB,3,6,17,2.8,0,0,0,0,0,0,0,0.6,1.7
137,David Fluellen,TEN,RB,7,4,16,4,0,0,0,0,0,0,0,0.2,1.6
137,Michael Burton,CHI,FB,7,0,0,0,0,1,1,6,0,0,0,0.2,1.6
139,Brandon Wilds,JAX,RB,3,6,15,2.5,0,0,0,0,0,0,0,0.5,1.5
139,Derek Watt,LAC,FB,14,3,3,1,0,1,1,2,0,0,0,0.1,1.5
141,Robert Turbin,IND,RB,2,4,10,2.5,0,2,1,3,0,1,1,0.6,1.3
142,Brian Hill,ATL,RB,7,4,12,3,0,0,0,0,0,0,0,0.2,1.2
143,Jonathan Williams,IND,RB,3,3,0,0,0,1,1,1,0,0,0,0.4,1.1
144,Christine Michael,IND,RB,1,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
145,Rob Kelley,WAS,RB,2,4,8,2,0,0,0,0,0,0,0,0.4,0.8
146,Cameron Artis-Payne,CAR,RB,7,2,6,3,0,0,0,0,0,0,0,0.1,0.6
147,John Kelly,LAR,RB,2,2,4,2,0,0,0,0,0,0,0,0.2,0.4
147,Jeremy McNichols,IND,RB,1,2,4,2,0,0,0,0,0,0,0,0.4,0.4
149,JD McKissic,SEA,RB,3,2,2,1,0,1,0,0,0,0,0,0.1,0.2
150,Taiwan Jones,BUF,RB,6,0,0,0,0,2,0,0,0,0,0,0,0
150,Senorise Perry,MIA,RB,14,0,0,0,0,0,0,0,0,0,0,0,0
150,Tra Carson,GB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
150,Patrick Ricard,BAL,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
150,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
150,Gregory Howell Jr.,HOU,RB,13,0,0,0,0,0,0,0,0,0,0,0,0
150,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
150,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
150,Dan Vitale,GB,FB,3,0,0,0,0,0,0,0,0,0,0,0,0
150,Dare Ogunbowale,TB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
150,Matt Dayes,SF,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
150,Charcandrick West,KC,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
150,Trey Edmunds,PIT,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
