Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
28,Latavius Murray,MIN,RB,11,107,455,4.3,5,22,18,132,0,0,0,10.2,111.7
29,Alex Collins,BAL,RB,10,114,411,3.6,7,21,15,105,1,3,3,11.2,111.6
30,Nyheim Hines,IND,RB,11,69,283,4.1,1,51,40,248,2,1,0,10.1,111.1
31,Jalen Richard,OAK,RB,11,30,119,4,0,63,53,447,0,1,0,10,109.6
32,Sony Michel,NE,RB,8,127,586,4.6,5,10,6,43,0,1,1,13.4,106.9
33,Jordan Howard,CHI,RB,11,162,536,3.3,5,19,14,102,0,1,1,9.7,106.8
34,Peyton Barber,TB,RB,11,153,590,3.9,3,20,13,71,1,0,0,9.6,106.1
35,Mark Ingram,NO,RB,7,90,440,4.9,4,15,13,134,1,2,1,15.1,105.4
36,Duke Johnson,CLE,RB,11,28,146,5.2,0,44,34,335,3,1,0,9.5,104.1
37,LeSean McCoy,BUF,RB,10,128,426,3.3,2,35,25,198,0,0,0,10.2,102.4
38,Mike Davis,SEA,RB,10,86,386,4.5,3,29,23,134,1,0,0,10.2,102
39,Javorius Allen,BAL,RB,11,41,110,2.7,3,43,35,196,2,1,1,8.6,94.6
40,Leonard Fournette,JAX,RB,5,90,314,3.5,4,14,14,134,1,0,0,17.8,88.8
41,Frank Gore,MIA,RB,11,131,595,4.5,0,14,10,90,1,0,0,8,87.5
42,Carlos Hyde,JAX,RB,10,141,475,3.4,5,12,6,29,0,1,0,8.6,86.4
43,Derrick Henry,TEN,RB,11,118,434,3.7,4,13,10,73,0,1,1,7.6,84.02
44,Theo Riddick,DET,RB,9,11,42,3.8,0,58,48,312,0,0,0,9.3,83.4
45,Marshawn Lynch,OAK,RB,6,90,376,4.2,3,20,15,84,0,0,0,13.7,82
46,Wendell Smallwood,PHI,RB,11,63,257,4.1,1,25,18,173,2,2,1,7.3,80
47,Ito Smith,ATL,RB,11,63,199,3.2,4,24,21,133,0,1,0,7.1,78.2
48,Royce Freeman,DEN,RB,9,84,349,4.2,5,7,5,28,0,0,0,8.1,72.7
49,Corey Clement,PHI,RB,9,62,236,3.8,2,22,19,145,0,3,0,7.9,71.1
50,Giovani Bernard,CIN,RB,7,39,176,4.5,3,29,21,140,0,0,0,10.1,70.6
51,LeGarrette Blount,DET,RB,11,97,271,2.8,5,6,6,54,0,1,0,6.2,68.5
52,Alfred Blue,HOU,RB,11,115,392,3.4,1,16,12,107,0,0,0,6.2,67.9
53,Doug Martin,OAK,RB,11,87,384,4.4,1,17,14,100,0,1,1,6.1,67.4
54,Chris Thompson,WAS,RB,5,26,113,4.3,0,34,28,209,1,0,0,13.2,66.2
55,Chris Ivory,BUF,RB,10,83,294,3.5,1,19,12,159,0,0,0,6.3,63.3
56,Dalvin Cook,MIN,RB,6,65,228,3.5,0,22,19,172,1,2,2,10.5,63
57,Bilal Powell,NYJ,RB,7,80,343,4.3,0,18,11,110,1,2,1,8.8,61.3
58,Devontae Booker,DEN,RB,11,25,144,5.8,1,32,24,168,0,1,1,5.5,60.2
59,Ty Montgomery,BAL,RB,9,34,161,4.7,1,26,18,183,0,2,1,6.4,57.4
60,Kapri Bibbs,WAS,RB,9,20,101,5,3,18,13,102,1,1,0,6.4,57.3
61,Kyle Juszczyk,SF,FB,11,6,21,3.5,0,31,23,265,1,1,1,5.1,56.6
62,Jacquizz Rodgers,TB,RB,11,24,85,3.5,0,31,25,208,0,1,1,5.1,56.3
63,Jordan Wilkins,IND,RB,11,57,318,5.6,1,14,13,74,0,2,2,5.1,56.2
64,Rashaad Penny,SEA,RB,11,66,304,4.6,1,12,9,75,0,0,0,5.1,55.9
65,Jamaal Williams,GB,RB,11,75,280,3.7,1,19,10,77,0,0,0,4.9,53.7
66,Josh Adams,PHI,RB,8,56,291,5.2,2,8,4,25,0,0,0,6.2,49.6
67,Alfred Morris,SF,RB,10,93,313,3.4,1,12,6,66,0,2,1,4.9,48.9
67,Spencer Ware,KC,RB,11,22,124,5.6,1,17,14,165,0,0,0,4.4,48.9
69,Gus Edwards,BAL,RB,6,55,297,5.4,1,1,1,7,0,0,0,7.6,45.4
70,Jay Ajayi,PHI,RB,4,45,184,4.1,3,6,5,20,0,1,1,11.1,44.4
71,Raheem Mostert,SF,RB,9,34,261,7.7,1,7,6,25,0,1,1,4.4,39.6
72,Malcolm Brown,LAR,RB,11,41,204,5,0,7,5,52,1,0,0,3.5,38.6
73,Marcus Murphy,BUF,RB,8,36,198,5.5,0,18,10,18,0,1,0,4,31.6
74,Wayne Gallman,NYG,RB,11,24,87,3.6,0,17,12,84,0,2,1,2.6,28.1
75,Chase Edmonds,ARI,RB,11,34,85,2.5,0,15,13,63,0,0,0,2.5,27.8
76,Trenton Cannon,NYJ,RB,11,18,59,3.3,0,16,11,104,0,0,0,2.5,27.3
77,Elijah McGuire,NYJ,RB,3,19,79,4.2,0,14,7,71,0,0,0,7.3,22
78,CJ Anderson,CAR,RB,9,24,104,4.3,0,3,1,24,1,0,0,2.2,19.8
79,Anthony Sherman,KC,FB,11,0,0,0,0,6,6,77,1,0,0,1.8,19.7
79,Corey Grant,JAX,RB,5,13,40,3.1,0,12,9,67,0,0,0,3.9,19.7
81,Ronald Jones II,TB,RB,4,19,42,2.2,1,7,6,34,0,0,0,4.9,19.6
82,James Develin,NE,RB,11,1,1,1,1,14,8,32,0,0,0,1.6,17.3
83,CJ Ham,MIN,RB,11,5,7,1.4,0,13,9,74,0,0,0,1.6,17.1
84,Jaylen Samuels,PIT,FB,9,10,26,2.6,0,6,4,34,1,0,0,1.8,16
85,Rex Burkhead,NE,RB,3,24,86,3.6,0,6,3,31,0,1,0,4.9,14.7
86,Devonta Freeman,ATL,RB,2,14,68,4.9,0,7,5,23,0,0,0,7,14.1
87,Rod Smith,DAL,RB,11,20,56,2.8,0,7,5,30,0,0,0,1.2,13.6
88,Alex Armah,CAR,RB,11,7,14,2,2,0,0,0,0,0,0,1.2,13.4
89,Zach Line,NO,FB,11,3,12,4,0,8,4,13,1,0,0,1.1,12.5
90,Taquan Mizzell,CHI,RB,4,3,6,2,0,5,3,26,1,0,0,3,12.2
91,Mark Walton,CIN,RB,9,13,24,1.8,0,8,5,41,0,0,0,1.3,11.5
92,Andy Janovich,DEN,FB,11,1,2,2,0,5,4,64,0,0,0,1,10.6
93,Kenneth Dixon,BAL,RB,1,13,44,3.4,1,0,0,0,0,0,0,10.4,10.4
94,Justin Jackson,LAC,RB,4,12,64,5.3,0,2,2,19,0,0,0,2.6,10.3
95,Deandre Washington,OAK,RB,5,21,78,3.7,0,1,1,9,0,0,0,1.9,9.7
96,Stevan Ridley,PIT,RB,7,18,56,3.1,0,4,3,18,0,1,1,1.3,9.4
97,Tommy Bohanon,JAX,FB,11,1,0,0,0,7,5,34,0,0,0,0.8,8.4
98,Kalen Ballage,MIA,RB,7,4,8,2,0,5,5,18,0,0,0,1.1,7.6
99,Elijhaa Penny,NYG,RB,7,1,2,2,0,5,5,23,0,0,0,1.1,7.5
100,Darren Sproles,PHI,RB,1,5,10,2,0,7,4,22,0,0,0,7.2,7.2
101,Kenjon Barner,CAR,RB,5,19,71,3.7,0,0,0,0,0,0,0,1.4,7.1
101,Roc Thomas,MIN,RB,5,8,30,3.8,0,4,2,21,0,0,0,1.4,7.1
103,Mike Boone,MIN,RB,7,11,47,4.3,0,3,2,1,0,0,0,1,6.8
104,Roosevelt Nix,PIT,RB,11,0,0,0,0,4,3,36,0,0,0,0.6,6.6
105,Tyler Ervin,HOU,RB,9,0,0,0,0,4,3,35,0,1,0,0.7,6.5
106,Shaun Wilson,TB,RB,5,6,29,4.8,0,5,3,5,0,0,0,1.3,6.4
107,Keith Smith,OAK,FB,11,1,0,0,0,5,4,22,0,0,0,0.6,6.2
108,Samaje Perine,WAS,RB,4,5,25,5,0,4,3,5,0,0,0,1.5,6
109,Tre Madden,SEA,RB,11,3,3,1,0,3,2,35,0,0,0,0.5,5.8
110,Mike Gillislee,NO,RB,4,16,43,2.7,0,1,1,9,0,1,1,1.3,5.2
111,Jeffery Wilson,SF,RB,1,7,33,4.7,0,1,1,8,0,0,0,5.1,5.1
112,Damien Williams,KC,RB,9,3,1,0.3,0,3,3,18,0,0,0,0.5,4.9
112,CJ Prosise,SEA,RB,5,1,-3,-3,0,3,3,22,0,0,0,1,4.9
112,TJ Logan,ARI,RB,5,0,0,0,0,3,3,19,0,0,0,1,4.9
112,Ameer Abdullah,MIN,RB,5,1,1,1,0,4,3,28,0,1,1,1,4.9
116,Dwayne Washington,NO,RB,5,16,46,2.9,0,0,0,0,0,0,0,0.9,4.6
117,Patrick DiMarco,BUF,FB,11,0,0,0,0,2,2,24,0,0,0,0.4,4.4
118,Jeremy Hill,NE,RB,1,4,25,6.2,0,1,1,6,0,0,0,4.1,4.1
118,De'Lance Turner,BAL,RB,4,1,4,4,0,2,2,17,0,0,0,1,4.1
120,Derrick Coleman,ARI,FB,11,2,3,1.5,0,3,2,17,0,0,0,0.4,4
120,Dontrell Hilliard,CLE,RB,6,0,0,0,0,3,2,30,0,0,0,0.7,4
122,Nick Bellore,DET,RB,11,1,0,0,0,3,3,7,0,0,0,0.3,3.7
123,Zach Zenner,DET,RB,3,3,21,7,0,1,1,4,0,0,0,1.2,3.5
124,Jamaal Charles,JAX,RB,2,6,7,1.2,0,3,2,7,0,0,0,1.7,3.4
125,Jamize Olawale,DAL,FB,11,0,0,0,0,2,2,13,0,0,0,0.3,3.3
126,Benjamin Cunningham,CHI,RB,11,4,8,2,0,2,1,9,0,0,0,0.2,2.7
126,Ricky Ortiz,ATL,RB,9,0,0,0,0,3,2,7,0,0,0,0.3,2.7
128,Jonathan Stewart,NYG,RB,3,6,17,2.8,0,0,0,0,0,0,0,0.6,1.7
129,David Fluellen,TEN,RB,7,4,16,4,0,0,0,0,0,0,0,0.2,1.6
129,Alan Cross,TB,FB,11,0,0,0,0,4,1,6,0,0,0,0.1,1.6
129,Michael Burton,CHI,FB,5,0,0,0,0,1,1,6,0,0,0,0.3,1.6
132,Detrez Newsome,LAC,RB,5,5,15,3,0,0,0,0,0,0,0,0.3,1.5
132,Brandon Wilds,JAX,RB,3,6,15,2.5,0,0,0,0,0,0,0,0.5,1.5
134,Robert Turbin,IND,RB,2,4,10,2.5,0,2,1,3,0,1,1,0.6,1.3
135,Jonathan Williams,IND,RB,3,3,0,0,0,1,1,1,0,0,0,0.4,1.1
136,Christine Michael,IND,RB,1,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
137,Rob Kelley,WAS,RB,2,4,8,2,0,0,0,0,0,0,0,0.4,0.8
138,Byron Marshall,WAS,RB,2,2,5,2.5,0,1,0,0,0,0,0,0.2,0.5
139,Jeremy McNichols,IND,RB,1,2,4,2,0,0,0,0,0,0,0,0.4,0.4
140,Derek Watt,LAC,FB,11,3,3,1,0,0,0,0,0,0,0,0,0.3
141,David Williams,JAX,RB,1,1,2,2,0,0,0,0,0,0,0,0.2,0.2
142,Cameron Artis-Payne,CAR,RB,4,1,1,1,0,0,0,0,0,0,0,0,0.1
143,Taiwan Jones,BUF,RB,6,0,0,0,0,2,0,0,0,0,0,0,0
143,Brandon Bolden,MIA,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
143,Senorise Perry,MIA,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
143,Tra Carson,GB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
143,Patrick Ricard,BAL,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
143,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
143,Gregory Howell Jr.,HOU,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
143,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
143,Justin Davis,LAR,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
143,Brian Hill,ATL,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
143,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
143,Dare Ogunbowale,TB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
143,Matt Dayes,SF,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
