Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
46,Giovani Bernard,CIN,RB,5,166,33.2,44,21.7,14.5,31.3,36.1,60.9,36.7
47,Christian McCaffrey,CAR,RB,9,554,61.6,96.3,22.2,11.4,31.9,33.6,208.8,37.7
47,David Fluellen,TEN,RB,7,6,0.9,1.4,66.7,0,66.7,66.7,1.6,26.7
49,Frank Gore,MIA,RB,10,251,25.1,41.6,46.6,4.8,50.2,51.4,78.8,31.4
50,Carlos Hyde,JAX,RB,8,275,34.4,45.6,44.7,4.4,46.9,49.1,78.7,28.6
51,De'Lance Turner,BAL,RB,4,8,2,2.5,12.5,25,37.5,37.5,4.1,51.2
52,TJ Yeldon,JAX,RB,9,394,43.8,65,21.3,15,32,36.3,145.3,36.9
53,Jeremy Hill,NE,RB,1,12,12,16,33.3,8.3,41.7,41.7,4.1,34.2
54,Kenyan Drake,MIA,RB,10,358,35.8,59.3,22.6,13.7,31.8,36.3,123,34.4
55,Wendell Smallwood,PHI,RB,9,250,27.8,39.6,24.8,10,32,34.8,80.4,32.2
56,Latavius Murray,MIN,RB,9,361,40.1,59.4,25.5,6.1,30.5,31.6,107.9,29.9
57,Spencer Ware,KC,RB,10,146,14.6,22.7,15.1,11.6,24.7,26.7,48.9,33.5
58,Bilal Powell,NYJ,RB,7,207,29.6,41.3,38.6,8.7,44,47.3,61.3,29.6
59,Jordan Howard,CHI,RB,9,353,39.2,59.1,38.8,4.5,42.2,43.3,96.8,27.4
59,Corey Clement,PHI,RB,7,173,24.7,31.2,31.8,10.4,40.5,42.2,56,32.4
61,Chris Ivory,BUF,RB,9,211,23.4,31.9,37.9,9,43.6,46.9,61.9,29.3
62,Doug Martin,OAK,RB,9,143,15.9,24.3,46.2,8.4,53.1,54.5,44.4,31
63,Gus Edwards,BAL,RB,4,31,7.8,11.4,48.4,3.2,51.6,51.6,8.1,26.1
64,Chris Thompson,WAS,RB,5,174,34.8,32.8,14.9,19.5,31,34.5,66.2,38
65,Justin Jackson,LAC,RB,3,12,4,7.5,41.7,16.7,58.3,58.3,4.6,38.3
66,Lamar Miller,HOU,RB,8,366,45.8,58.7,34.2,5.5,37.7,39.6,99,27
67,Duke Johnson,CLE,RB,10,308,30.8,42.5,8.4,13.6,19.2,22.1,99.2,32.2
68,LeSean McCoy,BUF,RB,9,327,36.3,55,33.9,10.4,41.3,44.3,96.1,29.4
69,Ty Montgomery,BAL,RB,7,150,21.4,27.4,17.3,15.3,27.3,32.7,47.5,31.7
70,Jalen Richard,OAK,RB,9,220,24.4,37.4,8.2,25,30,33.2,93.7,42.6
71,Alfred Morris,SF,RB,10,202,20.2,30.4,46,5.9,49,52,48.9,24.2
72,Dion Lewis,TEN,RB,9,379,42.1,67.1,29.6,10.3,38.8,39.8,112.6,29.7
73,Jeremy McNichols,IND,RB,1,2,2,2.2,100,0,100,100,0.4,20
74,Nyheim Hines,IND,RB,9,317,35.2,49.3,17.4,14.5,29,31.9,99.7,31.5
74,Rex Burkhead,NE,RB,3,59,19.7,32.1,40.7,10.2,45.8,50.8,14.7,24.9
76,Jordan Wilkins,IND,RB,9,159,17.7,24.7,33.3,6.9,39.6,40.3,42,26.4
77,Kalen Ballage,MIA,RB,6,16,2.7,4.4,25,18.8,43.8,43.8,6.1,38.1
78,Javorius Allen,BAL,RB,9,302,33.6,44.9,12.9,14.2,24.5,27.2,94.2,31.2
79,Dalvin Cook,MIN,RB,4,153,38.2,45,30.1,10.5,38.6,40.5,43.4,28.4
80,Trenton Cannon,NYJ,RB,10,88,8.8,14.1,20.5,17,31.8,37.5,26.6,30.2
80,Ronald Jones II,TB,RB,4,72,18,16.1,26.4,9.7,34.7,36.1,19.6,27.2
82,Anthony Sherman,KC,FB,10,74,7.4,11.5,0,8.1,8.1,8.1,19.7,26.6
83,Elijah McGuire,NYJ,RB,2,68,34,55.7,19.1,16.2,27.9,35.3,18.4,27.1
84,Peyton Barber,TB,RB,9,346,38.4,53.6,33.8,4.6,36.4,38.4,69.8,20.2
84,Roc Thomas,MIN,RB,5,29,5.8,6.2,27.6,13.8,34.5,41.4,7.1,24.5
86,Devontae Booker,DEN,RB,9,195,21.7,32,12.8,14.9,24.1,27.7,57.2,29.3
87,Deandre Washington,OAK,RB,3,18,6,7.4,33.3,0,33.3,33.3,3.1,17.2
88,Alfred Blue,HOU,RB,9,265,29.4,42.5,35.5,5.7,39.6,41.1,56.1,21.2
89,Kenjon Barner,NE,RB,5,42,8.4,8.3,45.2,0,45.2,45.2,7.1,16.9
90,Alex Armah,CAR,RB,9,80,8.9,13.9,8.8,0,8.8,8.8,13.4,16.8
91,Marcus Murphy,BUF,RB,7,129,18.4,27,27.9,14,35.7,41.9,31.6,24.5
91,Brandon Wilds,JAX,RB,3,9,3,3.5,66.7,0,66.7,66.7,1.5,16.7
93,Corey Grant,JAX,RB,5,65,13,18.5,20,18.5,33.8,38.5,19.7,30.3
94,Jamaal Williams,GB,RB,10,264,26.4,39.6,28,7.2,31.8,35.2,53.2,20.2
95,Shaun Wilson,TB,RB,5,22,4.4,5.2,27.3,22.7,40.9,50,6.4,29.1
96,Devonta Freeman,ATL,RB,2,67,33.5,32.7,20.9,10.4,28.4,31.3,14.1,21
97,Chase Edmonds,ARI,RB,9,101,11.2,19.3,23.8,14.9,36.6,38.6,26.1,25.8
98,Stevan Ridley,PIT,RB,7,42,6,6.6,42.9,9.5,50,52.4,9.4,22.4
99,Mike Gillislee,NO,RB,4,25,6.2,7.2,64,4,68,68,5.2,20.8
100,Wayne Gallman,NYG,RB,9,73,8.1,12.7,23.3,17.8,34.2,41.1,18.3,25.1
101,Mike Boone,MIN,RB,7,39,5.6,8.4,28.2,7.7,33.3,35.9,6.8,17.4
102,Theo Riddick,DET,RB,7,218,31.1,40.1,3.7,20.6,20.2,24.3,62.4,28.6
103,Rod Smith,DAL,RB,9,59,6.6,10.2,28.8,8.5,33.9,37.3,10.1,17.1
103,Samaje Perine,WAS,RB,4,25,6.2,6.5,20,16,32,36,6,24
105,Darren Sproles,PHI,RB,1,29,29,10.5,17.2,24.1,31,41.4,7.2,24.8
106,Jacquizz Rodgers,TB,RB,9,195,21.7,30.2,8.2,11.8,19,20,44.6,22.9
107,Jonathan Stewart,NYG,RB,3,17,5.7,8.5,35.3,0,35.3,35.3,1.7,10
108,Rob Kelley,WAS,RB,2,9,4.5,5.9,44.4,0,44.4,44.4,0.8,8.9
109,Elijhaa Penny,NYG,RB,5,18,3.6,7,5.6,11.1,16.7,16.7,3.4,18.9
110,Kyle Juszczyk,SF,FB,10,424,42.4,63.8,1.4,7.3,6.8,8.7,56.6,13.3
111,CJ Ham,MIN,RB,9,93,10.3,15.3,4.3,12.9,12.9,17.2,14.8,15.9
112,Mark Walton,CIN,RB,7,92,13.1,21.6,14.1,8.7,19.6,22.8,11.5,12.5
113,Jamaal Charles,JAX,RB,2,20,10,7.8,30,15,40,45,3.4,17
114,CJ Prosise,SEA,RB,5,30,6,6.4,3.3,10,13.3,13.3,4.9,16.3
114,Benjamin Cunningham,CHI,RB,9,27,3,4.5,14.8,7.4,18.5,22.2,2.7,10
116,Zach Line,NO,FB,9,140,15.6,22.8,1.4,5.7,4.3,7.1,12.6,9
117,Damien Williams,KC,RB,9,32,3.6,5,9.4,9.4,18.8,18.8,4.9,15.3
118,Derrick Coleman,ARI,FB,9,41,4.6,7.9,4.9,4.9,9.8,9.8,4,9.8
119,Roosevelt Nix,PIT,RB,9,76,8.4,11.9,0,5.3,3.9,5.3,6.6,8.7
120,Tyler Ervin,HOU,RB,9,77,8.6,12.4,0,5.2,3.9,5.2,6.5,8.4
121,James Develin,NE,RB,10,214,21.4,31.1,0.5,6.5,4.2,7,17.3,8.1
122,Andy Janovich,DEN,FB,9,134,14.9,22,0.7,2.2,3,3,8.4,6.3
123,Dontrell Hilliard,CLE,RB,5,28,5.6,8.4,0,10.7,10.7,14.3,4,14.3
124,Taquan Mizzell,CHI,RB,2,15,7.5,13.9,6.7,13.3,13.3,20,1.5,10
124,David Williams,JAX,RB,1,6,6,8.8,16.7,0,16.7,16.7,0.2,3.3
126,Patrick DiMarco,BUF,FB,10,86,8.6,13,0,2.3,2.3,2.3,4.4,5.1
127,Keith Smith,OAK,FB,9,91,10.1,15.4,1.1,5.5,5.5,6.6,6.2,6.8
128,Tommy Bohanon,JAX,FB,9,74,8.2,12.2,0,6.8,4.1,6.8,4.5,6.1
129,Michael Burton,CHI,FB,5,32,6.4,8.4,0,3.1,3.1,3.1,1.6,5
130,Tre Madden,SEA,RB,10,56,5.6,8.4,5.4,3.6,7.1,8.9,2,3.6
131,Alan Cross,TB,FB,9,56,6.2,8.7,0,7.1,1.8,7.1,1.6,2.9
132,Ricky Ortiz,ATL,RB,8,88,11,14.2,0,3.4,2.3,3.4,2.7,3.1
133,Jamize Olawale,DAL,FB,9,52,5.8,9,0,1.9,1.9,1.9,1.3,2.5
133,Jonathan Williams,NO,RB,3,18,6,6.5,16.7,5.6,22.2,22.2,1.1,6.1
135,Derek Watt,LAC,FB,9,82,9.1,15.4,3.7,0,3.7,3.7,0.3,0.4
136,Taiwan Jones,BUF,RB,6,2,0.3,0.3,0,100,0,100,0,0
136,Brandon Bolden,MIA,RB,10,0,0,0,0,0,0,0,0,0
136,Senorise Perry,MIA,RB,10,0,0,0,0,0,0,0,0,0
136,Tra Carson,GB,RB,5,5,1,1.1,0,0,0,0,0,0
136,Patrick Ricard,BAL,FB,8,64,8,10.7,0,0,0,0,0,0
136,Shane Smith,NYG,FB,2,9,4.5,6.5,0,0,0,0,0,0
136,Detrez Newsome,LAC,RB,4,3,0.8,1.3,33.3,0,33.3,33.3,0,0
136,Gregory Howell Jr.,HOU,RB,8,0,0,0,0,0,0,0,0,0
136,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0
136,Justin Davis,LAR,RB,7,0,0,0,0,0,0,0,0,0
136,Cameron Artis-Payne,CAR,RB,2,0,0,0,0,0,0,0,0,0
136,Brian Hill,ATL,RB,3,0,0,0,0,0,0,0,0,0
136,Thomas Rawls,CIN,RB,1,2,2,1.7,0,0,0,0,0,0
149,Nick Bellore,DET,RB,9,61,6.8,10,1.6,1.6,3.3,3.3,0.5,0.8
150,Ameer Abdullah,DET,RB,3,11,3.7,4.3,9.1,18.2,27.3,27.3,2.9,26.4
151,Robert Turbin,IND,RB,2,22,11,7.7,18.2,9.1,22.7,27.3,1.3,5.9
