Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
68,Robert Turbin,IND,RB,10,JAX,5,9,3200,1.64
69,Stevan Ridley,PIT,RB,10,CAR,16,7,3800,1.6
70,Kenjon Barner,NE,RB,10,TEN,3,5,3400,1.48
71,Anthony Sherman,KC,FB,10,ARI,12,31,3000,1.21
72,Mark Walton,CIN,RB,10,NO,28,6,3500,1.06
73,James Develin,NE,RB,10,TEN,3,5,3000,0.84
74,Kalen Ballage,MIA,RB,10,GB,20,19,3200,0.82
75,Samaje Perine,WAS,RB,10,TB,32,27,3000,0.74
76,Shaun Wilson,TB,RB,10,WAS,11,11,3000,0.71
77,Justin Jackson,LAC,RB,10,OAK,30,29,3000,0.65
78,Dontrell Hilliard,CLE,RB,10,ATL,29,24,3000,0.6
79,Brandon Bolden,MIA,RB,10,GB,20,19,3000,0.58
80,Keith Smith,OAK,FB,10,LAC,13,17,3000,0.57
81,Benjamin Cunningham,CHI,RB,10,DET,22,28,3200,0.55
82,Zach Line,NO,FB,10,CIN,31,25,3000,0.52
83,Jaylen Samuels,PIT,FB,10,CAR,16,7,3000,0.48
84,Ricky Ortiz,ATL,RB,10,CLE,26,30,3000,0.46
85,Damien Williams,KC,RB,10,ARI,12,31,3000,0.45
86,Ameer Abdullah,DET,RB,10,CHI,4,1,3000,0.43
87,Senorise Perry,MIA,RB,10,GB,20,19,3000,0.42
88,David Fluellen,TEN,RB,10,NE,23,15,3000,0.39
89,Alex Armah,CAR,RB,10,PIT,21,3,3000,0.38
90,Roosevelt Nix,PIT,RB,10,CAR,16,7,3000,0.35
90,Patrick DiMarco,BUF,FB,10,NYJ,14,18,3000,0.35
92,Justin Davis,LAR,RB,10,SEA,6,12,3000,0.31
93,Derrick Coleman,ARI,FB,10,KC,27,32,3000,0.3
94,Elijhaa Penny,NYG,RB,10,SF,25,20,3000,0.29
95,Dwayne Washington,NO,RB,10,CIN,31,25,3000,0.27
95,David Williams,JAX,RB,10,IND,17,16,3000,0.27
97,TJ Logan,ARI,RB,10,KC,27,32,3000,0.25
98,Derek Watt,LAC,FB,10,OAK,30,29,3000,0.24
99,Jamize Olawale,DAL,FB,10,PHI,10,2,3000,0.23
100,Tre Madden,SEA,RB,10,LAR,15,14,3000,0.22
101,Tommy Bohanon,JAX,FB,10,IND,17,16,3000,0.21
102,Michael Burton,CHI,FB,10,DET,22,28,3000,0.19
103,Brian Hill,ATL,RB,10,CLE,26,30,3000,0.17
104,Cameron Artis-Payne,CAR,RB,10,PIT,21,3,3000,0.15
105,CJ Prosise,SEA,RB,10,LAR,15,14,3000,0.06
106,Detrez Newsome,LAC,RB,10,OAK,30,29,3000,0.05
107,Taquan Mizzell,CHI,RB,10,DET,22,28,3000,0.03
108,Taiwan Jones,BUF,RB,10,NYJ,14,18,null,0.01
109,Le'Veon Bell,PIT,RB,10,CAR,16,7,7200,0
109,Fozzy Whittaker,CAR,RB,10,PIT,21,3,null,0
109,Elijah Hood,CAR,RB,10,PIT,21,3,3000,0
109,Trey Edmunds,PIT,RB,10,CAR,16,7,null,0
109,Nick Bawden,DET,FB,10,CHI,4,1,null,0
109,Daniel Lasco,NO,RB,10,CIN,31,25,null,0
109,Devonta Freeman,ATL,RB,10,CLE,26,30,3000,0
109,Joe Kerridge,GB,FB,10,MIA,24,26,null,0
109,Jalston Fowler,TEN,RB,10,NE,23,15,3000,0
109,Dalyn Dawkins,TEN,RB,10,NE,23,15,null,0
109,Rex Burkhead,NE,RB,10,TEN,3,5,3500,0
109,Jeremy Hill,NE,RB,10,TEN,3,5,null,0
109,Jamaal Charles,JAX,RB,10,IND,17,16,null,0
109,Bo Scarbrough,JAX,RB,10,IND,17,16,null,0
109,Corey Grant,JAX,RB,10,IND,17,16,3000,0
109,DJ Foster,ARI,RB,10,KC,27,32,null,0
109,Darrel Williams,KC,RB,10,ARI,12,31,3000,0
109,De'Angelo Henderson,NYJ,RB,10,BUF,9,23,null,0
109,Bilal Powell,NYJ,RB,10,BUF,9,23,null,0
109,Byron Marshall,WAS,RB,10,TB,32,27,3000,0
109,Alan Cross,TB,FB,10,WAS,11,11,2500,0
109,Rob Kelley,WAS,RB,10,TB,32,27,3000,0
109,Mack Brown,WAS,RB,10,TB,32,27,null,0
109,Marshawn Lynch,OAK,RB,10,LAC,13,17,3000,0
109,Chris Warren III,OAK,RB,10,LAC,13,17,null,0
109,JD McKissic,SEA,RB,10,LAR,15,14,3000,0
109,John Kelly,LAR,RB,10,SEA,6,12,3900,0
109,Donnel Pumphrey,PHI,RB,10,DAL,2,10,null,0
109,Jay Ajayi,PHI,RB,10,DAL,2,10,3000,0
109,Jonathan Stewart,NYG,RB,10,SF,25,20,3300,0
109,Jerick McKinnon,SF,RB,10,NYG,18,21,null,0
109,Raheem Mostert,SF,RB,10,NYG,18,21,null,0
109,Paul Perkins,NYG,RB,10,SF,25,20,null,0
109,Matt Dayes,SF,RB,10,NYG,18,21,null,0
