Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
185,Quadree Henderson,NYG,WR,14,WAS,12,27,null,0
185,James Wright,IND,WR,14,HOU,9,7,null,0
185,Will Fuller,HOU,WR,14,IND,10,5,3000,0
185,Krishawn Hogan,IND,WR,14,HOU,9,7,null,0
185,Steve Ishmael,IND,WR,14,HOU,9,7,null,0
185,AJ Green,CIN,WR,14,LAC,6,9,7000,0
185,Artavis Scott,LAC,WR,14,CIN,32,18,3000,0
185,Dylan Cantrell,LAC,WR,14,CIN,32,18,3000,0
185,Aaron Burbridge,SF,WR,14,DEN,19,16,null,0
185,Victor Bolden Jr.,SF,WR,14,DEN,19,16,null,0
185,Maxwell McCaffrey,SF,WR,14,DEN,19,16,null,0
185,Emmanuel Sanders,DEN,WR,14,SF,26,30,6200,0
185,Kamar Aiken,PHI,WR,14,DAL,2,2,null,0
185,Mike Wallace,PHI,WR,14,DAL,2,2,3000,0
185,Terrance Williams,DAL,WR,14,PHI,18,28,3000,0
185,Mack Hollins,PHI,WR,14,DAL,2,2,3000,0
185,Reggie Davis,DAL,WR,14,PHI,18,28,null,0
185,Braxton Miller,PHI,WR,14,DAL,2,2,null,0
185,Kendall Wright,ARI,WR,14,DET,22,20,null,0
185,Marvin Jones,DET,WR,14,ARI,16,11,null,0
185,Christian Kirk,ARI,WR,14,DET,22,20,4600,0
185,Martavis Bryant,OAK,WR,14,PIT,13,14,3000,0
185,Saeed Blacknall,OAK,WR,14,PIT,13,14,null,0
185,Ardarius Stewart,OAK,WR,14,PIT,13,14,3000,0
185,Brandon LaFell,OAK,WR,14,PIT,13,14,null,0
185,Keenan Reynolds,SEA,WR,14,MIN,7,6,null,0
185,Tavarres King,MIN,WR,14,SEA,11,23,null,0
185,Amara Darboh,SEA,WR,14,MIN,7,6,null,0
