Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,TimesSackedPercentage,OpponentQuarterbackHitsPercentage,Team,Rank,CompletionsGame,AttemptsGame,PassingCompletionPercentage,YardsGame,PassingYardsPerAttempt,PassingTouchdownsGame,InterceptionsGame,PassingRating,RushingAttemptsGame,RushingYardsGame,RushingYardsPerAttempt,RushingTouchdownsGame,PointsGame,RZCompletionsGame,RZAttemptsGame,RZPassingCompletionPercentage,RZYardsGame,RZPassingYardsPerAttempt,RZPassingTouchdownsGame,RZInterceptionsGame,RZPassingRating,RZRushingAttemptsGame,RZRushingYardsGame,RZRushingYardsPerAttempt,RZRushingTouchdownsGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Taylor Heinicke,4000.0,0.02,20.49,26.0,72.0,412.75,5.7,24.5,13.416666666666666,37.9,3.4166666666666665,65.9,5.6,13.6,492,62.6,276.3333333333333,6.7,10.8,1.5833333333333333,83,False,-2.0,47.0,24.5,25.3,61.00296052631579,376.3375,6.2,22.220723684210526,10.735855263157895,40.3,3.661842105263158,68.2,5.6,12.6,CAR,56.0,0.25,0.75,33.3,3.25,4.3,0.0,0.0,47.92,0.5,-0.5,-1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,0.0,62.5,62.5,4.0,7.72946729964988,1.2347650378540789
Mitch Trubisky,5600.0,19.17,21.21,24.8,60.08590604026846,366.84026845637584,6.1,20.888590604026845,11.401342281879195,39.4,3.0791946308724834,62.2,7.5,17.9,408,65.2,248.5825503355705,7.3,11.2,2.163758389261745,97,True,3.0,52.5,24.75,28.7,63.90755813953488,351.99215116279066,5.5,21.525,12.431104651162789,39.6,3.420639534883721,65.9,6.6,12.9,CHI,13.0,21.0,32.1,65.4,246.9,7.7,2.0,0.9,97.73,5.1,36.3,7.1,0.3,24.0,2.8,4.6,60.9,17.5,3.8,1.4,0.1,99.18,0.6,3.5,5.8,0.3,9.0,66.6,82.1,7.7,0.0,55.9,55.9,36.0,25.363577632977808,22.157834420526203
Chase Daniel,4600.0,2.08,21.21,24.8,60.08590604026846,366.84026845637584,6.1,20.888590604026845,11.401342281879195,39.4,3.0791946308724834,62.2,7.5,17.9,408,65.2,248.5825503355705,7.3,11.2,2.163758389261745,97,True,3.0,52.5,24.75,28.7,63.90755813953488,351.99215116279066,5.5,21.525,12.431104651162789,39.6,3.420639534883721,65.9,6.6,12.9,CHI,40.0,10.6,15.2,69.7,103.0,6.8,0.6,0.4,90.62,2.6,0.6,0.2,0.0,6.5,1.0,2.2,45.5,6.2,2.8,0.6,0.0,92.05,0.0,0.0,0.0,0.0,2.6,29.4,18.1,8.8,0.7,61.2,61.2,22.2,17.622580235316775,11.742321986993216
Jeff Driskel,4400.0,13.6,16.71,20.8,61.14698795180723,335.7236947791165,5.5,19.7140562248996,12.613654618473896,39.7,3.17429718875502,50.0,6.5,15.2,417,63.8,231.47309236947794,6.6,10.4,1.5036144578313255,85,False,14.0,48.0,17.0,23.8,59.0006993006993,331.03636363636366,5.6,20.221678321678322,11.234265734265735,38.5,2.746153846153846,75.8,5.6,11.2,CIN,39.0,9.6,14.6,65.8,95.0,6.5,0.4,0.2,87.41,1.8,10.4,5.8,0.4,8.4,0.6,1.4,42.9,4.4,3.1,0.0,0.0,50.89,0.4,1.6,4.0,0.2,1.5,25.8,17.1,7.0,0.0,63.6,63.6,32.7,14.514017054915456,11.48877391824309
Baker Mayfield,5800.0,19.0,22.55,25.5,61.25,353.0,5.8,20.75,11.75,40.4,3.0833333333333335,73.0,6.4,13.7,423,66.9,256.75,7.3,10.9,2.25,99,True,2.0,47.0,22.5,22.2,66.34962406015038,360.87518796992475,5.4,20.030075187969924,13.68721804511278,33.5,3.0045112781954884,69.4,7.4,14.3,CLE,23.0,22.4,35.4,63.3,263.9,7.5,1.8,1.0,91.05,2.5,10.7,4.3,0.0,18.6,2.6,4.1,63.4,21.1,5.1,1.5,0.0,115.96,0.3,0.5,1.7,0.0,7.3,66.0,78.1,3.8,0.2,57.4,57.6,28.2,22.667532565370784,20.064046314416178
Tyrod Taylor,4200.0,0.63,22.55,25.5,61.25,353.0,5.8,20.75,11.75,40.4,3.0833333333333335,73.0,6.4,13.7,423,66.9,256.75,7.3,10.9,2.25,99,True,2.0,47.0,22.5,22.2,66.34962406015038,360.87518796992475,5.4,20.030075187969924,13.68721804511278,33.5,3.0045112781954884,69.4,7.4,14.3,CLE,38.0,10.5,21.25,49.4,118.25,5.6,0.5,0.5,64.49,4.0,31.25,7.8,0.25,10.9,0.25,0.5,50.0,4.25,8.5,0.25,0.0,118.75,0.25,5.0,20.0,0.25,3.2,46.2,24.2,8.6,0.0,54.6,54.6,23.5,18.277572872431,15.916035823005007
Dak Prescott,5600.0,19.38,20.2,22.2,60.7578947368421,368.5533834586466,6.1,18.360902255639097,12.685714285714285,36.2,3.588721804511278,46.5,6.4,20.8,450,66.2,264.73082706766917,7.0,10.6,1.418796992481203,94,True,-3.5,44.0,23.75,20.6,62.13360323886641,332.102024291498,5.3,19.348987854251014,13.260728744939273,39.0,3.0858299595141703,48.6,11.0,21.2,DAL,15.0,20.25,30.333333333333332,66.8,222.91666666666666,7.3,1.1666666666666667,0.4166666666666667,95.43,5.25,25.083333333333332,4.8,0.4166666666666667,17.9,2.25,4.416666666666667,50.9,13.166666666666666,3.0,0.6666666666666666,0.16666666666666666,80.9,1.3333333333333333,5.166666666666667,3.9,0.4166666666666667,6.1,64.6,99.2,8.1,0.1,55.1,55.2,27.8,18.945445292697705,19.302655686018706
Cooper Rush,4200.0,0.19,20.2,22.2,60.7578947368421,368.5533834586466,6.1,18.360902255639097,12.685714285714285,36.2,3.588721804511278,46.5,6.4,20.8,450,66.2,264.73082706766917,7.0,10.6,1.418796992481203,94,True,-3.5,44.0,23.75,20.6,62.13360323886641,332.102024291498,5.3,19.348987854251014,13.260728744939273,39.0,3.0858299595141703,48.6,11.0,21.2,DAL,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,0.0,0.0,0.0,0.0,0.0,5.300980691601339,2.0598549882385497
Case Keenum,5200.0,16.6,21.38,28.0,62.666666666666664,348.75,5.6,20.75,12.916666666666666,39.4,3.8333333333333335,60.9,6.6,16.1,411,62.0,240.58333333333334,7.0,11.3,2.25,103,False,-4.0,45.5,24.75,23.0,61.5,365.6666666666667,5.9,19.833333333333332,12.5,34.7,3.0,55.6,6.3,16.6,DEN,24.0,21.333333333333332,34.25,62.3,246.08333333333334,7.2,1.1666666666666667,0.8333333333333334,85.14,1.1666666666666667,3.4166666666666665,2.9,0.08333333333333333,15.2,2.25,4.333333333333333,51.9,14.833333333333334,3.4,0.5833333333333334,0.25,75.16,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333,3.2,65.0,99.9,1.8,0.0,54.5,54.5,23.4,19.05236094411264,17.621820232659275
Matthew Stafford,5200.0,16.07,16.8,25.8,67.99548387096775,360.86709677419356,5.3,22.38774193548387,13.066451612903226,37.6,3.412258064516129,61.0,8.6,17.5,402,68.2,220.13225806451612,6.6,9.7,1.4148387096774193,94,False,-3.0,40.5,21.75,21.2,64.1007874015748,340.53543307086613,5.3,21.116535433070865,12.77007874015748,35.9,3.505511811023622,47.6,7.5,13.9,DET,18.0,24.333333333333332,36.583333333333336,66.5,257.1666666666667,7.0,1.5,0.9166666666666666,90.03,1.8333333333333333,5.5,3.0,0.0,16.3,2.5,5.25,47.6,16.416666666666668,3.1,1.0,0.25,74.54,0.16666666666666666,0.6666666666666666,4.0,0.0,4.5,67.0,99.1,2.7,0.0,57.3,57.3,24.4,15.796339350934087,16.10976239399869
Matt Cassel,4000.0,0.08,16.8,25.8,67.99548387096775,360.86709677419356,5.3,22.38774193548387,13.066451612903226,37.6,3.412258064516129,61.0,8.6,17.5,402,68.2,220.13225806451612,6.6,9.7,1.4148387096774193,94,False,-3.0,40.5,21.75,21.2,64.1007874015748,340.53543307086613,5.3,21.116535433070865,12.77007874015748,35.9,3.505511811023622,47.6,7.5,13.9,DET,65.0,2.0,6.0,33.3,14.0,2.3,0.0,1.0,2.78,1.0,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.9,14.3,0.0,100.0,100.0,-7.7,5.999024741601351,5.010729452054797
Aaron Rodgers,6000.0,20.88,24.54,27.8,63.86486486486487,394.8768768768769,6.2,23.625825825825828,12.105105105105105,51.0,3.58978978978979,72.1,5.1,11.2,425,69.4,263.9747747747748,7.4,10.7,2.0870870870870872,102,True,-5.0,50.0,27.5,23.4,63.62135231316726,380.3124555160142,6.0,20.48540925266904,12.407829181494662,35.6,3.0811387900355873,62.2,7.3,14.8,GB,11.0,23.833333333333332,38.583333333333336,61.8,292.0,7.6,1.75,0.08333333333333333,99.31,2.6666666666666665,14.0,5.2,0.0,20.7,2.25,4.833333333333333,46.6,16.75,3.5,1.1666666666666667,0.0,94.9,0.4166666666666667,2.1666666666666665,5.2,0.0,5.7,65.1,98.2,4.1,0.0,63.4,63.4,31.7,23.194077095253604,21.845337879015954
Deshone Kizer,4300.0,0.46,24.54,27.8,63.86486486486487,394.8768768768769,6.2,23.625825825825828,12.105105105105105,51.0,3.58978978978979,72.1,5.1,11.2,425,69.4,263.9747747747748,7.4,10.7,2.0870870870870872,102,True,-5.0,50.0,27.5,23.4,63.62135231316726,380.3124555160142,6.0,20.48540925266904,12.407829181494662,35.6,3.0811387900355873,62.2,7.3,14.8,GB,57.0,4.0,7.0,57.1,55.0,7.9,0.0,1.0,42.86,0.0,0.0,0.0,0.0,0.2,1.0,1.0,100.0,2.0,2.0,0.0,0.0,79.17,0.0,0.0,0.0,0.0,-0.9,14.0,1.8,0.0,0.0,50.0,50.0,1.4,13.170263883253345,11.48243166992825
Deshaun Watson,5900.0,20.52,18.66,23.2,62.86451612903225,347.0853046594982,5.5,19.79068100358423,12.639426523297491,42.8,2.8272401433691754,50.0,6.9,14.3,403,72.0,243.2258064516129,7.3,10.1,1.496774193548387,96,True,-4.5,49.0,26.75,25.2,65.41986754966888,374.4953642384106,5.7,20.443708609271525,13.10066225165563,39.5,3.7549668874172184,48.9,10.1,23.9,HOU,9.0,20.166666666666668,30.333333333333332,66.5,252.58333333333334,8.3,1.75,0.75,101.11,5.75,31.25,5.4,0.16666666666666666,21.3,2.5833333333333335,5.0,51.7,18.833333333333332,3.8,1.4166666666666667,0.0,100.42,1.0833333333333333,6.5,6.0,0.16666666666666666,8.1,68.8,99.9,8.4,0.0,52.4,52.4,31.0,22.505752990065858,21.872389985965324
Brandon Weeden,4200.0,0.19,18.66,23.2,62.86451612903225,347.0853046594982,5.5,19.79068100358423,12.639426523297491,42.8,2.8272401433691754,50.0,6.9,14.3,403,72.0,243.2258064516129,7.3,10.1,1.496774193548387,96,True,-4.5,49.0,26.75,25.2,65.41986754966888,374.4953642384106,5.7,20.443708609271525,13.10066225165563,39.5,3.7549668874172184,48.9,10.1,23.9,HOU,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,100.0,0.0,100.0,100.0,-10.0,4.748876841243112,0.8465020656664495
Joe Webb,4000.0,0.0,18.66,23.2,62.86451612903225,347.0853046594982,5.5,19.79068100358423,12.639426523297491,42.8,2.8272401433691754,50.0,6.9,14.3,403,72.0,243.2258064516129,7.3,10.1,1.496774193548387,96,True,-4.5,49.0,26.75,25.2,65.41986754966888,374.4953642384106,5.7,20.443708609271525,13.10066225165563,39.5,3.7549668874172184,48.9,10.1,23.9,HOU,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,8.04071549297156,0.4896433463796479
Andrew Luck,5900.0,19.98,17.85,19.6,63.72085106382979,341.79063829787236,5.4,18.515744680851064,14.095319148936172,39.1,2.5855319148936173,71.0,7.2,15.7,437,65.0,250.37957446808514,6.9,10.6,1.668085106382979,89,False,4.5,49.0,22.25,27.1,66.87446153846155,378.1492307692308,5.7,22.597230769230773,13.841846153846156,48.2,3.9190769230769233,66.0,2.8,12.0,IND,7.0,27.666666666666668,40.75,67.9,280.0,6.9,2.6666666666666665,1.0,98.88,2.0833333333333335,6.833333333333333,3.3,0.0,23.2,4.166666666666667,6.666666666666667,62.5,30.666666666666668,4.6,2.1666666666666665,0.08333333333333333,107.71,0.25,1.1666666666666667,4.7,0.0,10.3,69.4,98.0,3.0,0.2,61.8,61.9,33.4,20.752937882088183,22.665959877641395
Jacoby Brissett,4200.0,0.28,17.85,19.6,63.72085106382979,341.79063829787236,5.4,18.515744680851064,14.095319148936172,39.1,2.5855319148936173,71.0,7.2,15.7,437,65.0,250.37957446808514,6.9,10.6,1.668085106382979,89,False,4.5,49.0,22.25,27.1,66.87446153846155,378.1492307692308,5.7,22.597230769230773,13.841846153846156,48.2,3.9190769230769233,66.0,2.8,12.0,IND,66.0,0.5,1.0,50.0,0.5,0.5,0.0,0.0,56.25,1.75,-1.75,-1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.1,38.9,0.0,61.1,61.1,-3.4,9.281968343838589,1.6923522504892374
Cody Kessler,4400.0,11.83,17.57,20.4,61.61632653061225,340.63836734693876,5.5,18.73469387755102,12.489795918367347,38.0,2.8310204081632655,44.1,7.0,15.3,388,65.5,220.9861224489796,6.8,10.4,1.3322448979591837,91,False,5.0,37.0,16.0,16.9,64.935960591133,334.8364532019704,5.2,18.648275862068964,14.901970443349754,43.0,2.247783251231527,48.1,7.4,17.5,JAX,47.0,19.5,27.0,72.2,153.0,5.7,0.5,0.5,84.34,3.5,18.0,5.1,0.0,9.4,1.5,3.0,50.0,8.0,2.7,0.5,0.0,95.83,1.0,3.0,3.0,0.0,2.6,48.0,12.0,7.3,0.0,63.5,63.5,19.6,14.351516543788781,13.448886823222441
Blake Bortles,4300.0,1.53,17.57,20.4,61.61632653061225,340.63836734693876,5.5,18.73469387755102,12.489795918367347,38.0,2.8310204081632655,44.1,7.0,15.3,388,65.5,220.9861224489796,6.8,10.4,1.3322448979591837,91,False,5.0,37.0,16.0,16.9,64.935960591133,334.8364532019704,5.2,18.648275862068964,14.901970443349754,43.0,2.247783251231527,48.1,7.4,17.5,JAX,21.0,20.272727272727273,33.54545454545455,60.4,233.8181818181818,7.0,1.1818181818181819,0.9090909090909091,81.94,4.545454545454546,29.545454545454547,6.5,0.09090909090909091,17.4,1.5454545454545454,3.5454545454545454,43.6,11.363636363636363,3.2,0.6363636363636364,0.18181818181818182,69.98,0.36363636363636365,1.8181818181818181,5.0,0.0,3.0,64.2,88.0,7.1,0.0,59.3,59.3,27.1,17.810973765205475,15.670467240902168
Patrick Mahomes,7000.0,22.98,16.26,17.8,60.80280373831776,281.14018691588785,4.6,17.633644859813085,13.39158878504673,34.2,2.4953271028037385,66.7,7.7,16.3,420,57.9,194.05327102803741,5.6,9.6,1.3308411214953273,81,True,-6.5,51.0,28.75,37.0,62.166666666666664,437.1666666666667,7.0,24.333333333333332,10.75,47.3,4.583333333333333,72.7,4.5,16.7,KC,1.0,23.916666666666668,35.75,66.9,326.9166666666667,9.1,3.4166666666666665,0.8333333333333334,118.08,4.25,19.833333333333332,4.7,0.16666666666666666,31.0,4.083333333333333,6.166666666666667,66.2,31.5,5.1,2.4166666666666665,0.08333333333333333,112.5,1.0,3.5,3.5,0.16666666666666666,12.2,65.5,100.0,6.5,0.0,61.1,61.1,47.3,23.263901550326203,20.364241737334208
Philip Rivers,6500.0,20.34,25.12,30.9,69.71239892183289,432.84986522911055,6.2,25.069811320754717,14.075741239892183,53.8,3.831266846361186,69.6,5.7,14.3,434,66.8,279.59919137466306,7.7,11.6,2.165498652291105,99,True,-14.0,48.0,31.0,28.3,59.09705882352941,398.94676470588234,6.8,21.641176470588235,10.820588235294117,39.2,3.4126470588235294,61.0,5.4,16.3,LAC,8.0,22.083333333333332,31.666666666666668,69.7,284.8333333333333,9.0,2.3333333333333335,0.5,115.66,1.1666666666666667,-0.08333333333333333,-0.1,0.0,21.8,3.0,4.416666666666667,67.9,20.833333333333332,4.7,1.5,0.08333333333333333,110.06,0.75,-0.4166666666666667,-0.6,0.0,7.4,60.2,97.2,1.9,0.0,54.6,54.6,36.2,22.40451358813685,24.68470356203918
Geno Smith,4300.0,0.09,25.12,30.9,69.71239892183289,432.84986522911055,6.2,25.069811320754717,14.075741239892183,53.8,3.831266846361186,69.6,5.7,14.3,434,66.8,279.59919137466306,7.7,11.6,2.165498652291105,99,True,-14.0,48.0,31.0,28.3,59.09705882352941,398.94676470588234,6.8,21.641176470588235,10.820588235294117,39.2,3.4126470588235294,61.0,5.4,16.3,LAC,54.0,0.25,1.0,25.0,2.0,2.0,0.0,0.0,39.58,1.5,1.0,0.7,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,39.58,0.0,0.0,0.0,0.0,0.0,5.5,3.0,27.3,0.0,45.5,45.5,3.3,12.45805273341048,2.1049248206131765
