Name,DraftKingsSalary,FantasyPointsDraftKings,DPointsAllowed,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,TimesSackedPercentage,OpponentQuarterbackHitsPercentage,Team,Rank,CompletionsGame,AttemptsGame,PassingCompletionPercentage,YardsGame,PassingYardsPerAttempt,PassingTouchdownsGame,InterceptionsGame,PassingRating,RushingAttemptsGame,RushingYardsGame,RushingYardsPerAttempt,RushingTouchdownsGame,PointsGame,RZCompletionsGame,RZAttemptsGame,RZPassingCompletionPercentage,RZYardsGame,RZPassingYardsPerAttempt,RZPassingTouchdownsGame,RZInterceptionsGame,RZPassingRating,RZRushingAttemptsGame,RZRushingYardsGame,RZRushingYardsPerAttempt,RZRushingTouchdownsGame,RZPointsGame,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointSnapPercentageDraftKings,PLSProjections,RFProjections
Cam Newton,6200.0,10.71,23.3,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,5.7,12.7,CAR,7.0,22.857142857142858,33.642857142857146,67.9,242.5,7.2,1.7142857142857142,0.9285714285714286,94.22,7.214285714285714,34.857142857142854,4.8,0.2857142857142857,21.8,2.7857142857142856,4.071428571428571,68.4,19.214285714285715,4.7,1.3571428571428572,0.14285714285714285,103.73,1.1428571428571428,3.857142857142857,3.4,0.2857142857142857,8.4,63.1,98.9,11.4,0.0,64.7,64.7,34.5,25.9278315447446,20.475691192749405
Taylor Heinicke,4000.0,8.15,23.3,27.2,63.60944881889763,377.15905511811025,5.9,23.130708661417323,12.20787401574803,49.1,3.2839895013123357,73.9,6.5,12.3,493,68.8,251.08241469816272,7.1,10.4,1.9989501312335958,99,True,3.5,43.5,20.0,23.8,61.393993993993995,368.93573573573576,6.0,21.584384384384386,11.292492492492492,40.5,3.5735735735735736,64.0,5.7,12.7,CAR,56.0,0.4,0.8,50.0,9.2,11.5,0.0,0.0,91.67,0.4,-0.4,-1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,22.2,0.0,66.7,66.7,18.2,11.65658298035909,2.5170967058056104
Mitch Trubisky,6300.0,19.0,20.67,26.6,63.6117962466488,345.4434316353888,5.4,20.609651474530832,13.47828418230563,38.1,3.5656836461126007,64.0,6.6,16.6,484,62.4,233.55227882037536,6.8,10.8,2.1394101876675604,101,False,-4.0,42.5,23.25,27.4,63.671018276762396,346.6135770234987,5.4,21.03289817232376,12.519582245430808,39.4,3.433942558746736,64.6,6.2,11.9,CHI,14.0,20.5,31.583333333333332,64.9,234.5,7.4,1.9166666666666667,1.0,94.15,5.0,33.5,6.7,0.25,22.2,2.9166666666666665,4.75,61.4,18.833333333333332,4.0,1.4166666666666667,0.08333333333333333,102.05,0.5,2.9166666666666665,5.8,0.25,8.6,66.4,84.6,7.5,0.0,55.1,55.1,33.5,22.766926549042786,20.623026744944557
Chase Daniel,4300.0,0.19,20.67,26.6,63.6117962466488,345.4434316353888,5.4,20.609651474530832,13.47828418230563,38.1,3.5656836461126007,64.0,6.6,16.6,484,62.4,233.55227882037536,6.8,10.8,2.1394101876675604,101,False,-4.0,42.5,23.25,27.4,63.671018276762396,346.6135770234987,5.4,21.03289817232376,12.519582245430808,39.4,3.433942558746736,64.6,6.2,11.9,CHI,43.0,10.6,15.2,69.7,103.0,6.8,0.6,0.4,90.62,2.6,0.6,0.2,0.0,6.5,1.0,2.2,45.5,6.2,2.8,0.6,0.0,92.05,0.0,0.0,0.0,0.0,2.6,29.4,15.6,8.8,0.7,61.2,61.2,22.2,15.957407333833569,12.217585823993355
Jeff Driskel,4600.0,13.27,19.54,24.9,71.76637931034482,401.83448275862065,5.6,24.184482758620685,13.523275862068964,37.6,3.4344827586206894,62.5,5.2,13.3,583,62.8,275.5456896551724,6.6,10.5,1.3594827586206895,81,False,10.0,44.5,17.25,24.1,60.500296735905046,326.60148367952524,5.4,20.02373887240356,11.94272997032641,38.9,3.003560830860534,71.4,5.7,11.3,CIN,37.0,11.428571428571429,19.0,60.2,110.71428571428571,5.8,0.5714285714285714,0.2857142857142857,80.25,2.5714285714285716,13.714285714285714,5.3,0.2857142857142857,9.4,0.8571428571428571,2.4285714285714284,35.3,6.0,2.5,0.2857142857142857,0.0,83.21,0.42857142857142855,3.2857142857142856,7.7,0.14285714285714285,2.6,39.4,30.6,6.5,0.0,54.7,54.7,23.8,12.309625223064558,14.368350619699942
Baker Mayfield,6100.0,18.93,23.47,29.5,68.0,413.0,6.1,23.642857142857142,14.0,50.5,3.7142857142857144,67.3,6.2,14.2,501,65.9,270.64285714285717,7.6,11.5,2.0,98,True,-10.0,44.5,27.25,22.1,64.44045307443366,356.24627831715213,5.5,19.525242718446606,13.23139158576052,34.6,2.8608414239482203,70.0,7.1,13.5,CLE,19.0,21.666666666666668,33.916666666666664,63.9,255.41666666666666,7.5,1.75,0.9166666666666666,92.63,2.75,9.583333333333334,3.5,0.0,17.8,2.4166666666666665,3.6666666666666665,65.9,18.666666666666668,5.1,1.3333333333333333,0.0,117.8,0.25,0.4166666666666667,1.7,0.0,6.5,64.9,80.8,4.2,0.1,56.5,56.6,27.5,22.142935169646695,20.05047649686692
Tyrod Taylor,4300.0,0.26,23.47,29.5,68.0,413.0,6.1,23.642857142857142,14.0,50.5,3.7142857142857144,67.3,6.2,14.2,501,65.9,270.64285714285717,7.6,11.5,2.0,98,True,-10.0,44.5,27.25,22.1,64.44045307443366,356.24627831715213,5.5,19.525242718446606,13.23139158576052,34.6,2.8608414239482203,70.0,7.1,13.5,CLE,39.0,10.5,21.25,49.4,118.25,5.6,0.5,0.5,64.49,4.0,31.25,7.8,0.25,10.9,0.25,0.5,50.0,4.25,8.5,0.25,0.0,118.75,0.25,5.0,20.0,0.25,3.2,46.2,21.0,8.6,0.0,54.6,54.6,23.5,16.487549708031324,14.229036529680368
Dak Prescott,5700.0,19.17,22.7,28.8,62.3166253101737,386.8347394540943,6.2,22.368238213399504,11.362779156327544,40.3,3.6446650124069477,78.4,7.2,17.6,464,72.2,258.6282878411911,7.8,10.8,2.143920595533499,109,True,-7.5,47.5,27.5,19.7,64.381884057971,346.17753623188406,5.4,20.19963768115942,13.56159420289855,40.0,3.0692028985507247,44.2,10.0,19.8,DAL,15.0,22.071428571428573,32.642857142857146,67.6,238.28571428571428,7.3,1.2142857142857142,0.5714285714285714,93.95,4.785714285714286,21.642857142857142,4.5,0.35714285714285715,18.1,2.142857142857143,4.214285714285714,50.8,12.857142857142858,3.1,0.6428571428571429,0.14285714285714285,82.63,1.3571428571428572,4.5,3.3,0.35714285714285715,5.6,67.4,99.4,7.1,0.1,55.6,55.7,26.8,25.05656911962494,19.56721385083714
Cooper Rush,4200.0,0.18,22.7,28.8,62.3166253101737,386.8347394540943,6.2,22.368238213399504,11.362779156327544,40.3,3.6446650124069477,78.4,7.2,17.6,464,72.2,258.6282878411911,7.8,10.8,2.143920595533499,109,True,-7.5,47.5,27.5,19.7,64.381884057971,346.17753623188406,5.4,20.19963768115942,13.56159420289855,40.0,3.0692028985507247,44.2,10.0,19.8,DAL,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,10.67858434649674,1.986917645140248
Case Keenum,5300.0,15.85,20.45,29.9,61.30215311004785,385.76722488038274,6.3,20.028708133971293,12.732535885167463,46.1,4.077272727272727,57.9,2.8,10.0,416,62.5,239.12846889952152,8.0,12.9,2.288995215311005,102,False,-2.5,44.5,23.5,21.9,62.90882352941176,352.97647058823526,5.6,20.182352941176468,12.81078431372549,33.0,2.8627450980392157,57.5,6.0,16.8,DEN,21.0,22.214285714285715,35.785714285714285,62.1,242.57142857142858,6.8,1.0714285714285714,0.8571428571428571,82.06,1.4285714285714286,4.714285714285714,3.3,0.14285714285714285,15.0,2.142857142857143,4.214285714285714,50.8,13.214285714285714,3.1,0.5714285714285714,0.21428571428571427,75.92,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,3.5,66.2,99.9,2.2,0.0,56.2,56.2,22.7,23.242553473199383,17.64057267884322
Matthew Stafford,4900.0,13.88,16.31,22.0,61.5,314.2857142857143,5.1,19.214285714285715,11.428571428571429,28.8,3.2142857142857144,42.2,9.8,17.7,434,63.1,202.85714285714286,6.5,10.4,1.0714285714285714,82,True,5.5,42.5,18.5,20.3,62.75845070422535,329.58908450704223,5.3,20.228521126760565,12.723239436619718,36.0,3.216549295774648,51.1,6.9,13.8,DET,20.0,23.5,35.07142857142857,67.0,242.5,6.9,1.3571428571428572,0.7857142857142857,90.3,1.6428571428571428,5.214285714285714,3.2,0.0,15.2,2.2142857142857144,4.571428571428571,48.4,14.357142857142858,3.1,0.9285714285714286,0.21428571428571427,75.59,0.14285714285714285,0.5714285714285714,4.0,0.0,4.1,65.8,99.2,2.5,0.0,55.8,55.8,23.1,17.746125650840717,14.30164541204609
Matt Cassel,4000.0,0.09,16.31,22.0,61.5,314.2857142857143,5.1,19.214285714285715,11.428571428571429,28.8,3.2142857142857144,42.2,9.8,17.7,434,63.1,202.85714285714286,6.5,10.4,1.0714285714285714,82,True,5.5,42.5,18.5,20.3,62.75845070422535,329.58908450704223,5.3,20.228521126760565,12.723239436619718,36.0,3.216549295774648,51.1,6.9,13.8,DET,67.0,2.0,6.0,33.3,14.0,2.3,0.0,1.0,2.78,1.0,-1.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,14.3,0.0,100.0,100.0,-7.7,8.224672790593647,4.556246555575322
Aaron Rodgers,6300.0,19.12,19.67,25.6,65.46183844011142,368.7398328690808,5.6,20.251810584958218,13.54874651810585,32.6,3.494150417827298,46.9,6.4,18.8,494,61.9,243.0217270194986,6.9,11.1,1.6401114206128133,87,False,-3.0,46.0,24.5,23.7,63.60451807228915,370.4909638554217,5.8,20.55903614457831,12.563855421686746,36.9,2.9981927710843372,59.5,7.8,15.1,GB,11.0,23.714285714285715,38.357142857142854,61.8,283.85714285714283,7.4,1.6428571428571428,0.14285714285714285,97.16,2.7142857142857144,16.928571428571427,6.2,0.0,20.2,2.0714285714285716,4.571428571428571,45.3,15.571428571428571,3.4,1.0714285714285714,0.07142857142857142,87.11,0.42857142857142855,2.5714285714285716,6.0,0.0,5.4,65.2,98.4,4.2,0.0,63.0,63.0,31.0,21.39556262768064,19.02706655483025
Deshone Kizer,4800.0,0.2,19.67,25.6,65.46183844011142,368.7398328690808,5.6,20.251810584958218,13.54874651810585,32.6,3.494150417827298,46.9,6.4,18.8,494,61.9,243.0217270194986,6.9,11.1,1.6401114206128133,87,False,-3.0,46.0,24.5,23.7,63.60451807228915,370.4909638554217,5.8,20.55903614457831,12.563855421686746,36.9,2.9981927710843372,59.5,7.8,15.1,GB,61.0,2.0,3.5,57.1,27.5,7.9,0.0,0.5,42.86,0.5,-0.5,-1.0,0.0,0.0,0.5,0.5,100.0,1.0,2.0,0.0,0.0,79.17,0.0,0.0,0.0,0.0,-0.5,7.5,1.6,6.7,0.0,53.3,53.3,0.7,10.517140223832572,5.591083007175473
Deshaun Watson,6600.0,19.38,20.61,22.7,63.888364779874216,385.4003144654088,6.0,19.63050314465409,13.063207547169812,37.7,3.783333333333333,43.4,6.1,19.5,558,67.2,280.6091194968553,7.0,10.5,1.427672955974843,93,False,2.5,46.0,21.75,25.1,64.39005681818182,362.88039772727274,5.6,20.322443181818183,12.90653409090909,37.6,3.7079545454545455,50.0,10.8,24.0,HOU,9.0,20.785714285714285,30.714285714285715,67.7,256.57142857142856,8.4,1.7142857142857142,0.6428571428571429,103.17,5.571428571428571,31.142857142857142,5.6,0.14285714285714285,21.2,2.642857142857143,4.928571428571429,53.6,19.5,4.0,1.3571428571428572,0.0,102.84,0.9285714285714286,5.571428571428571,6.0,0.14285714285714285,7.6,67.9,99.9,8.2,0.0,53.4,53.4,31.2,21.473390460401955,19.47047689715155
Brandon Weeden,4200.0,0.17,20.61,22.7,63.888364779874216,385.4003144654088,6.0,19.63050314465409,13.063207547169812,37.7,3.783333333333333,43.4,6.1,19.5,558,67.2,280.6091194968553,7.0,10.5,1.427672955974843,93,False,2.5,46.0,21.75,25.1,64.39005681818182,362.88039772727274,5.6,20.322443181818183,12.90653409090909,37.6,3.7079545454545455,50.0,10.8,24.0,HOU,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,100.0,0.0,100.0,100.0,-10.0,4.880881952647709,1.330306968906284
Joe Webb,4000.0,0.0,20.61,22.7,63.888364779874216,385.4003144654088,6.0,19.63050314465409,13.063207547169812,37.7,3.783333333333333,43.4,6.1,19.5,558,67.2,280.6091194968553,7.0,10.5,1.427672955974843,93,False,2.5,46.0,21.75,25.1,64.39005681818182,362.88039772727274,5.6,20.322443181818183,12.90653409090909,37.6,3.7079545454545455,50.0,10.8,24.0,HOU,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.7,0.0,8.6,5.7,8.6,9.4,5.92303267583581,1.289182485322896
Andrew Luck,6200.0,20.3,17.44,24.9,64.39655172413792,366.4163793103448,5.7,21.179310344827584,12.736206896551723,38.8,3.577586206896551,52.0,5.1,13.8,469,64.8,237.7663793103448,7.1,10.9,1.2879310344827586,85,True,-10.0,47.0,28.5,26.6,66.78602150537635,381.91021505376347,5.7,22.881720430107528,13.586021505376346,48.4,3.7897849462365594,67.9,2.8,11.9,IND,4.0,26.785714285714285,39.785714285714285,67.3,282.2142857142857,7.1,2.4285714285714284,0.9285714285714286,98.37,2.642857142857143,8.428571428571429,3.2,0.0,22.5,3.7857142857142856,6.0,63.1,29.0,4.8,2.0,0.07142857142857142,109.42,0.21428571428571427,1.0,4.7,0.0,9.5,69.4,98.3,3.8,0.2,61.2,61.3,32.4,21.295272696808667,20.93409589041095
Jacoby Brissett,4200.0,0.14,17.44,24.9,64.39655172413792,366.4163793103448,5.7,21.179310344827584,12.736206896551723,38.8,3.577586206896551,52.0,5.1,13.8,469,64.8,237.7663793103448,7.1,10.9,1.2879310344827586,85,True,-10.0,47.0,28.5,26.6,66.78602150537635,381.91021505376347,5.7,22.881720430107528,13.586021505376346,48.4,3.7897849462365594,67.9,2.8,11.9,IND,68.0,0.5,1.0,50.0,0.5,0.5,0.0,0.0,56.25,1.75,-1.75,-1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.8,38.9,0.0,61.1,61.1,-3.4,10.010548909027316,0.6668994890193518
Cody Kessler,4600.0,12.35,20.74,26.7,64.39411764705882,402.0705882352941,6.2,21.988235294117647,12.279144385026738,42.4,3.8550802139037432,59.3,5.0,12.4,458,65.7,256.93395721925134,7.9,12.0,1.9989304812834225,92,False,4.0,38.5,17.25,16.1,64.11377777777778,319.7817777777778,5.0,18.032,14.597333333333335,41.2,2.146666666666667,46.7,8.3,18.8,JAX,41.0,18.25,28.5,64.0,150.75,5.3,0.5,0.5,76.02,4.5,30.25,6.7,0.0,10.1,1.25,3.0,41.7,7.5,2.5,0.5,0.0,88.89,1.0,2.0,2.0,0.0,2.5,54.8,23.7,8.2,0.0,60.3,60.3,18.4,19.408597762821657,15.003686018699716
Blake Bortles,4500.0,0.97,20.74,26.7,64.39411764705882,402.0705882352941,6.2,21.988235294117647,12.279144385026738,42.4,3.8550802139037432,59.3,5.0,12.4,458,65.7,256.93395721925134,7.9,12.0,1.9989304812834225,92,False,4.0,38.5,17.25,16.1,64.11377777777778,319.7817777777778,5.0,18.032,14.597333333333335,41.2,2.146666666666667,46.7,8.3,18.8,JAX,23.0,20.272727272727273,33.54545454545455,60.4,233.8181818181818,7.0,1.1818181818181819,0.9090909090909091,81.94,4.545454545454546,29.545454545454547,6.5,0.09090909090909091,17.4,1.5454545454545454,3.5454545454545454,43.6,11.363636363636363,3.2,0.6363636363636364,0.18181818181818182,69.98,0.36363636363636365,1.8181818181818181,5.0,0.0,3.0,64.2,76.3,7.1,0.0,59.3,59.3,27.1,21.001355443060902,17.905540226136118
Patrick Mahomes,7000.0,25.96,18.25,20.9,59.479109589041094,360.45342465753424,6.1,20.685273972602737,11.022602739726027,35.7,3.220890410958904,48.9,7.1,17.7,472,66.5,247.93698630136984,7.3,11.0,1.5746575342465752,93,False,-2.5,53.0,27.75,35.6,62.92424849699399,426.7719438877756,6.8,24.541883767535072,11.058116232464931,47.1,4.565931863727455,73.4,4.6,17.6,KC,1.0,24.714285714285715,36.857142857142854,67.1,324.5,8.8,3.2142857142857144,0.7857142857142857,114.83,3.9285714285714284,17.0,4.3,0.14285714285714285,29.6,4.285714285714286,6.571428571428571,65.2,32.07142857142857,4.9,2.357142857142857,0.07142857142857142,111.82,0.9285714285714286,3.0714285714285716,3.3,0.14285714285714285,11.8,66.6,100.0,5.9,0.0,61.3,61.3,44.5,27.23501314664311,24.871933246357912
