Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
50,Matt LaCosse,DEN,TE,13,288,22.2,33.7,0,8,5.2,8,38.4,13.3
50,Lee Smith,OAK,TE,13,236,18.2,27.5,0,4.2,3.8,4.2,28.2,11.9
52,Ricky Seals-Jones,ARI,TE,13,476,36.6,63,0,12.8,6.3,12.8,67.8,14.2
53,Kyle Rudolph,MIN,TE,13,767,59,88.8,0,8.3,6.3,8.3,107,14
54,Maxx Williams,BAL,TE,10,282,28.2,29,0.7,5.3,6,6,35.5,12.6
55,Jonnu Smith,TEN,TE,13,610,46.9,75.2,0,5.1,3.3,5.1,63.8,10.5
55,Jeff Heuerman,DEN,TE,11,555,50.5,76.9,0,8.6,5.6,8.6,71.1,12.8
57,Joshua Perkins,PHI,TE,9,95,10.6,15,0,11.6,5.3,11.6,11.7,12.3
58,CJ Uzomah,CIN,TE,13,686,52.8,83.6,0,7.7,5.4,7.7,84.7,12.3
59,Hayden Hurst,BAL,TE,9,207,23,31.4,0.5,6.8,3.9,7.2,21.2,10.2
60,Austin Seferian-Jenkins,JAX,TE,5,221,44.2,63,0,9,5,9,26,11.8
61,Derek Carrier,OAK,TE,13,189,14.5,22,0,6.3,3.7,6.3,19.7,10.4
62,Rhett Ellison,NYG,TE,12,505,42.1,66.2,0,6.1,4.6,6.1,56.4,11.2
63,Darren Fells,CLE,TE,13,350,26.9,39,0,2.3,2,2.3,28.6,8.2
63,Ian Thomas,CAR,TE,13,340,26.2,40.7,0,9.7,7.4,9.7,46,13.5
63,Lance Kendricks,GB,TE,13,286,22,33.3,0,6.3,4.5,6.3,30.7,10.7
66,Jordan Akins,HOU,TE,13,319,24.5,35.5,0,6.3,4.7,6.3,34.2,10.7
67,Geoff Swaim,DAL,TE,9,514,57.1,58.4,0,6.2,5.1,6.2,56.2,10.9
67,Jordan Leggett,NYJ,TE,12,255,21.2,34.2,0,7.5,4.3,7.5,26,10.2
67,Nick O'Leary,MIA,TE,7,247,35.3,58.3,0,3.6,3.2,3.6,22.6,9.1
70,Tyler Higbee,LAR,TE,13,653,50.2,74,0,4.6,3.1,4.6,54.6,8.4
71,Blake Jarwin,DAL,TE,13,278,21.4,31.6,0,6.5,5,6.5,27.5,9.9
72,Ryan Griffin,HOU,TE,11,591,53.7,70.8,0,6.3,3.4,6.3,48.3,8.2
73,Luke Stocker,TEN,TE,13,372,28.6,45.9,0.3,4.3,3.5,4.6,29.6,8
73,MyCole Pruitt,TEN,TE,12,95,7.9,12.8,0,4.2,4.2,4.2,8.5,8.9
75,Virgil Green,LAC,TE,13,554,42.6,69.2,0,3.8,2.7,3.8,39.9,7.2
75,Levine Toilolo,DET,TE,13,391,30.1,44.9,0,3.8,3.1,3.8,29.6,7.6
75,Logan Paulsen,ATL,TE,12,293,24.4,33.8,0,2.7,2.7,2.7,21.2,7.2
78,James O'Shaughnessy,JAX,TE,11,413,37.5,51.3,0,8,4.8,8,38.2,9.2
79,Josh Hill,NO,TE,13,517,39.8,60.3,0,3.3,2.3,3.3,34,6.6
80,Mike Gesicki,MIA,TE,13,337,25.9,44.3,0,7.7,5.3,7.7,32.6,9.7
80,Dalton Schultz,DAL,TE,8,191,23.9,34,0,5.8,4.2,5.8,15.6,8.2
80,Ross Dwelley,SF,TE,7,20,2.9,4.3,0,5,5,5,1.8,9
83,Eric Saubert,ATL,TE,13,122,9.4,14.1,0,7.4,4.1,7.4,9.8,8
84,Charles Clay,BUF,TE,11,434,39.5,50,0,8.1,4.8,8.1,38.4,8.8
84,Hakeem Valles,DET,TE,3,29,9.7,11.2,0,10.3,6.9,10.3,3.1,10.7
86,Blake Bell,JAX,TE,7,163,23.3,34.4,0,4.9,3.7,4.9,12.1,7.4
87,Nick Boyle,BAL,TE,13,554,42.6,56.9,0,6.3,3.8,6.3,40.8,7.4
87,Xavier Grimble,PIT,TE,13,139,10.7,15.3,0,4.3,3.6,4.3,11,7.9
87,Rico Gathers,DAL,TE,12,124,10.3,15.2,0,5.6,2.4,5.6,7.5,6
90,Garrett Celek,SF,TE,13,256,19.7,29.2,0,2.3,1.2,2.3,11.9,4.6
91,Logan Thomas,BUF,TE,10,251,25.1,33.8,0,6.4,5.2,6.8,20.3,8.1
92,Tyler Kroft,CIN,TE,5,116,23.2,15.2,0,5.2,3.4,5.2,7.6,6.6
93,Ben Braunecker,CHI,TE,12,88,7.3,10,0,4.5,2.3,4.5,4.4,5
94,Scott Simonson,NYG,TE,13,231,17.8,27.9,0,3.9,1.7,3.9,9.6,4.2
94,Marcedes Lewis,GB,TE,13,165,12.7,19.2,0,2.4,1.8,2.4,6.9,4.2
94,Durham Smythe,MIA,TE,12,111,9.2,14.6,0,4.5,1.8,4.5,4.7,4.2
97,Luke Willson,DET,TE,12,388,32.3,44.5,0,4.9,3.4,4.9,21.7,5.6
97,Tyler Conklin,MIN,TE,13,111,8.5,12.8,0,3.6,2.7,3.6,5.4,4.9
99,David Morgan,MIN,TE,8,173,21.6,21.7,0,3.5,2.9,3.5,8.6,5
100,Eric Tomlinson,NYJ,TE,13,311,23.9,38.4,0,4.2,2.3,4.2,13.1,4.2
101,Antony Auclair,TB,TE,13,254,19.5,27.5,0,2.8,2.8,2.8,11.8,4.6
102,Jermaine Gresham,ARI,TE,11,351,31.9,53.4,0,3.1,2.3,3.1,14.8,4.2
103,Sean Culkin,LAC,TE,12,176,14.7,22,0,0.6,0.6,0.6,3.4,1.9
104,Orson Charles,CLE,TE,13,174,13.4,19.4,0,2.9,1.7,2.9,5.3,3
105,Khari Lee,BUF,TE,2,46,23,18.3,0,2.2,2.2,2.2,1.5,3.3
106,Dwayne Allen,NE,TE,10,296,29.6,32.3,0,1.4,1,1.4,5.7,1.9
106,Brian Parker,DEN,TE,9,55,6.1,9.4,0,9.1,1.8,9.1,1.5,2.7
108,Dion Sims,CHI,TE,8,195,24.4,22.1,0,2.1,1,2.1,2.9,1.5
109,Chris Manhertz,CAR,TE,13,259,19.9,31,0,1.2,0.4,1.2,1.2,0.5
110,James Hurst,BAL,TE,7,519,74.1,57.3,0,0,0,0,0,0
110,Gabe Holmes,ARI,TE,8,81,10.1,18,0,0,0,0,0,0
110,Cole Wick,SF,TE,5,11,2.2,3.1,0,9.1,0,9.1,0,0
110,Alex Ellis,KC,TE,2,11,5.5,5.8,0,0,0,0,0,0
110,Jeremy Sprinkle,WAS,TE,13,240,18.5,28.4,0,1.2,0,1.2,0,0
110,Mason Schreck,CIN,TE,6,21,3.5,4.8,0,0,0,0,0,0
110,Darrell Daniels,ARI,TE,10,70,7,8.8,0,1.4,0,1.4,0,0
110,Johnny Mundt,LAR,TE,7,21,3,2.4,0,0,0,0,0,0
110,Ryan Hewitt,IND,TE,9,160,17.8,19.2,0,0.6,0,0.6,0,0
110,Nick Deluca,JAX,TE,6,0,0,0,0,0,0,0,0,0
110,Deon Yelder,KC,TE,3,1,0.3,0.2,0,0,0,0,0,0
110,John Phillips,ARI,TE,5,55,11,18,0,0,0,0,0,0
110,Ben Koyack,JAX,TE,4,73,18.2,27.3,0,0,0,0,0,0
110,Richard Rodgers,PHI,TE,3,20,6.7,10.4,0,0,0,0,0,0
110,Temarrick Hemingway,DEN,TE,2,0,0,0,0,0,0,0,0,0
