Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
26,Ezekiel Elliott,DAL,RB,9,CLE,4,30,7.5,2,0,0,0,0,0,0,15,15
26,Damien Williams,MIA,RB,10,LAC,1,2,2,1,1,1,18,1,0,0,15,15
26,David Johnson,ARI,RB,10,SF,3,17,5.7,1,1,1,3,1,0,0,15,15
29,Le'Veon Bell,PIT,RB,10,DAL,5,17,3.4,1,2,1,2,1,0,0,14.9,14.9
30,Matt Forte,NYJ,RB,7,BAL,7,25,3.6,1,1,1,13,1,2,2,14.8,14.8
31,Devonta Freeman,ATL,RB,12,ARI,6,27,4.5,2,0,0,0,0,0,0,14.7,14.7
32,DeAngelo Williams,PIT,RB,1,WAS,3,26,8.7,2,0,0,0,0,0,0,14.6,14.6
32,Isaiah Crowell,CLE,RB,16,LAC,3,18,6,2,1,1,-2,0,0,0,14.6,14.6
34,DeMarco Murray,TEN,RB,4,HOU,6,25,4.2,2,0,0,0,0,0,0,14.5,14.5
35,Le'Veon Bell,PIT,RB,16,BAL,1,7,7,1,1,1,7,1,0,0,14.4,14.4
36,Todd Gurley,LAR,RB,3,TB,7,23,3.3,2,0,0,0,0,0,0,14.3,14.3
36,Latavius Murray,OAK,RB,7,JAX,5,23,4.6,2,2,0,0,0,0,0,14.3,14.3
38,Tevin Coleman,ATL,RB,14,LAR,1,6,6,1,1,1,6,1,0,0,14.2,14.2
39,LeSean McCoy,BUF,RB,15,CLE,3,20,6.7,2,0,0,0,0,0,0,14,14
40,Jonathan Stewart,CAR,RB,8,ARI,7,19,2.7,2,1,0,0,0,0,0,13.9,13.9
40,Jonathan Stewart,CAR,RB,12,OAK,8,19,2.4,2,0,0,0,0,0,0,13.9,13.9
40,Tim Hightower,NO,RB,15,ARI,4,6,1.5,2,1,1,3,0,0,0,13.9,13.9
43,David Johnson,ARI,RB,6,NYJ,7,18,2.6,2,0,0,0,0,0,0,13.8,13.8
43,LeGarrette Blount,NE,RB,7,PIT,4,18,4.5,2,0,0,0,0,0,0,13.8,13.8
45,Devonta Freeman,ATL,RB,8,GB,5,2,0.4,1,1,1,5,1,0,0,13.7,13.7
45,David Johnson,ARI,RB,11,MIN,4,3,0.8,1,1,1,4,1,0,0,13.7,13.7
47,Carlos Hyde,SF,RB,1,LAR,5,16,3.2,2,0,0,0,0,0,0,13.6,13.6
47,Cameron Artis-Payne,CAR,RB,5,TB,3,16,5.3,2,0,0,0,0,0,0,13.6,13.6
47,Frank Gore,IND,RB,9,GB,3,16,5.3,2,0,0,0,0,0,0,13.6,13.6
47,Spencer Ware,KC,RB,13,ATL,2,3,1.5,1,1,1,3,1,0,0,13.6,13.6
51,Derrick Henry,TEN,RB,15,KC,5,15,3,2,0,0,0,0,0,0,13.5,13.5
51,Mike Gillislee,BUF,RB,13,OAK,5,15,3,2,0,0,0,0,0,0,13.5,13.5
53,David Johnson,ARI,RB,15,NO,3,14,4.7,2,0,0,0,0,0,0,13.4,13.4
53,Zach Zenner,DET,RB,16,DAL,4,14,3.5,2,0,0,0,0,0,0,13.4,13.4
55,Ryan Mathews,PHI,RB,2,CHI,3,0,0,2,1,1,3,0,0,0,13.3,13.3
56,Christine Michael,SEA,RB,6,ATL,4,12,3,2,0,0,0,0,0,0,13.2,13.2
56,Ezekiel Elliott,DAL,RB,12,WAS,3,12,4,2,0,0,0,0,0,0,13.2,13.2
58,Robert Turbin,IND,RB,15,MIN,3,11,3.7,2,0,0,0,0,0,0,13.1,13.1
58,Latavius Murray,OAK,RB,13,BUF,5,11,2.2,2,0,0,0,0,0,0,13.1,13.1
60,Melvin Gordon,LAC,RB,1,KC,3,9,3,2,0,0,0,0,0,0,12.9,12.9
61,Jeremy Hill,CIN,RB,3,DEN,3,8,2.7,2,0,0,0,0,0,0,12.8,12.8
61,Melvin Gordon,LAC,RB,4,NO,6,8,1.3,2,0,0,0,0,0,0,12.8,12.8
63,Jonathan Stewart,CAR,RB,6,NO,4,7,1.8,2,0,0,0,0,0,0,12.7,12.7
63,Ty Montgomery,GB,RB,15,CHI,5,7,1.4,2,0,0,0,0,0,0,12.7,12.7
65,Devonta Freeman,ATL,RB,13,KC,5,6,1.2,2,1,0,0,0,0,0,12.6,12.6
65,Le'Veon Bell,PIT,RB,11,CLE,7,39,5.6,1,2,2,7,0,0,0,12.6,12.6
67,Terrance West,BAL,RB,6,NYG,6,5,0.8,2,1,0,0,0,0,0,12.5,12.5
68,David Johnson,ARI,RB,12,ATL,3,4,1.3,0,3,3,26,1,0,0,12,12
69,Mark Ingram,NO,RB,3,ATL,2,11,5.5,0,2,2,4,1,0,0,11.5,11.5
69,Melvin Gordon,LAC,RB,9,TEN,10,17,1.7,1,2,2,18,0,0,0,11.5,11.5
71,Derrick Henry,TEN,RB,8,JAX,7,29,4.1,1,2,1,15,0,0,0,11.4,11.4
71,LeSean McCoy,BUF,RB,14,PIT,2,4,2,1,3,3,20,0,0,0,11.4,11.4
73,DeMarco Murray,TEN,RB,9,LAC,2,2,1,1,3,3,13,0,0,0,10.5,10.5
74,Theo Riddick,DET,RB,1,IND,0,0,0,0,2,2,23,1,0,0,10.3,10.3
75,Melvin Gordon,LAC,RB,5,OAK,4,14,3.5,0,1,1,18,1,0,0,10.2,10.2
76,Jerick McKinnon,MIN,RB,4,NYG,3,9,3,1,2,2,9,0,0,0,9.8,9.8
77,Travaris Cadet,NO,RB,15,ARI,0,0,0,0,2,2,17,1,0,0,9.7,9.7
78,Carlos Hyde,SF,RB,12,MIA,4,15,3.8,0,1,1,11,1,0,0,9.6,9.6
79,Jeremy Hill,CIN,RB,14,CLE,6,35,5.8,1,0,0,0,0,0,0,9.5,9.5
80,Melvin Gordon,LAC,RB,2,JAX,8,20,2.5,1,1,1,4,0,0,0,9.4,9.4
80,Tevin Coleman,ATL,RB,2,OAK,4,23,5.8,1,1,1,1,0,0,0,9.4,9.4
80,Frank Gore,IND,RB,8,KC,1,6,6,0,2,1,18,1,0,0,9.4,9.4
83,Ryan Mathews,PHI,RB,15,BAL,3,13,4.3,1,0,0,0,0,0,0,9.3,9.3
83,Devonta Freeman,ATL,RB,5,DEN,5,9,1.8,1,2,1,14,0,0,0,9.3,9.3
83,DeMarco Murray,TEN,RB,8,JAX,4,18,4.5,1,2,1,5,0,0,0,9.3,9.3
86,LeSean McCoy,BUF,RB,12,JAX,4,12,3,1,0,0,0,0,0,0,9.2,9.2
86,Isaiah Crowell,CLE,RB,8,NYJ,3,6,2,1,1,1,16,0,0,0,9.2,9.2
88,TJ Yeldon,JAX,RB,1,GB,4,13,3.2,1,1,1,7,0,0,0,9,9
88,Chris Ivory,JAX,RB,16,TEN,1,1,1,1,1,1,19,0,0,0,9,9
90,James White,NE,RB,7,PIT,0,0,0,0,1,1,19,1,0,0,8.9,8.9
90,Carlos Hyde,SF,RB,16,LAR,0,0,0,0,1,1,19,1,0,0,8.9,8.9
90,Frank Gore,IND,RB,14,HOU,2,1,0.5,0,1,1,18,1,0,0,8.9,8.9
90,James Starks,GB,RB,10,TEN,0,0,0,0,2,2,9,1,0,0,8.9,8.9
90,Ty Montgomery,GB,RB,7,CHI,4,11,2.8,0,7,5,28,0,0,0,8.9,8.9
95,Matt Jones,WAS,RB,4,CLE,6,28,4.7,1,0,0,0,0,0,0,8.8,8.8
95,Jordan Howard,CHI,RB,15,GB,4,28,7,1,0,0,0,0,0,0,8.8,8.8
95,Jay Ajayi,MIA,RB,16,BUF,6,28,4.7,1,0,0,0,0,0,0,8.8,8.8
95,Mike Gillislee,BUF,RB,2,NYJ,0,0,0,0,1,1,18,1,0,0,8.8,8.8
95,Kenneth Dixon,BAL,RB,14,NE,2,10,5,0,1,1,8,1,0,0,8.8,8.8
100,LeSean McCoy,BUF,RB,16,MIA,5,27,5.4,1,0,0,0,0,0,0,8.7,8.7
100,Ameer Abdullah,DET,RB,1,IND,1,6,6,0,1,1,11,1,0,0,8.7,8.7
100,Todd Gurley,LAR,RB,5,BUF,6,8,1.3,1,3,1,9,0,0,0,8.7,8.7
100,Frank Gore,IND,RB,7,TEN,4,14,3.5,0,1,1,3,1,0,0,8.7,8.7
100,Shaun Draughn,SF,RB,7,TB,0,0,0,0,1,1,17,1,0,0,8.7,8.7
100,Mark Ingram,NO,RB,9,SF,3,12,4,0,1,1,5,1,0,0,8.7,8.7
100,Darren Sproles,PHI,RB,13,CIN,3,10,3.3,1,1,1,7,0,0,0,8.7,8.7
100,Rashad Jennings,NYG,RB,13,PIT,1,4,4,0,1,1,13,1,0,0,8.7,8.7
100,Jalen Richard,OAK,RB,11,HOU,0,0,0,0,1,1,17,1,0,0,8.7,8.7
109,Danny Woodhead,LAC,RB,1,KC,3,12,4,0,2,1,4,1,0,0,8.6,8.6
109,Mark Ingram,NO,RB,4,LAC,5,12,2.4,1,1,1,4,0,0,0,8.6,8.6
109,Kyle Juszczyk,BAL,FB,16,PIT,1,10,10,1,1,1,6,0,0,0,8.6,8.6
112,Devonta Freeman,ATL,RB,3,NO,2,2,1,0,1,1,13,1,0,0,8.5,8.5
112,Corey Grant,JAX,RB,2,LAC,0,0,0,0,1,1,15,1,0,0,8.5,8.5
112,Jeremy Hill,CIN,RB,15,PIT,7,7,1,1,1,1,8,0,0,0,8.5,8.5
112,Damien Williams,MIA,RB,6,PIT,2,0,0,1,2,2,5,0,0,0,8.5,8.5
116,Devonta Freeman,ATL,RB,4,CAR,3,8,2.7,1,1,1,6,0,0,0,8.4,8.4
116,Lamar Miller,HOU,RB,15,JAX,4,4,1,1,1,1,10,0,0,0,8.4,8.4
118,Orleans Darkwa,NYG,RB,3,WAS,3,23,7.7,1,0,0,0,0,0,0,8.3,8.3
118,Chris Johnson,ARI,RB,2,TB,6,23,3.8,1,0,0,0,0,0,0,8.3,8.3
118,Ezekiel Elliott,DAL,RB,1,NYG,4,12,3,1,1,1,1,0,0,0,8.3,8.3
118,Jordan Howard,CHI,RB,8,MIN,5,10,2,1,1,1,3,0,0,0,8.3,8.3
118,TJ Yeldon,JAX,RB,9,KC,1,0,0,0,1,1,13,1,0,0,8.3,8.3
118,Ryan Mathews,PHI,RB,9,NYG,4,13,3.2,1,1,1,0,0,0,0,8.3,8.3
118,David Johnson,ARI,RB,13,WAS,3,5,1.7,1,2,1,8,0,0,0,8.3,8.3
118,Jalen Richard,OAK,RB,16,IND,1,9,9,0,1,1,4,1,0,0,8.3,8.3
118,Shaun Draughn,SF,RB,11,NE,0,0,0,0,1,1,13,1,0,0,8.3,8.3
127,LeGarrette Blount,NE,RB,6,CIN,4,22,5.5,1,0,0,0,0,0,0,8.2,8.2
127,Jay Ajayi,MIA,RB,9,NYJ,3,22,7.3,1,1,0,0,0,0,0,8.2,8.2
127,Jay Ajayi,MIA,RB,6,PIT,6,9,1.5,1,2,1,3,0,0,0,8.2,8.2
127,Darren Sproles,PHI,RB,14,WAS,1,8,8,0,1,1,4,1,0,0,8.2,8.2
131,Ezekiel Elliott,DAL,RB,4,SF,5,21,4.2,1,0,0,0,0,0,0,8.1,8.1
131,Reggie Bush,BUF,RB,7,MIA,1,1,1,1,1,0,0,0,0,0,8.1,8.1
131,Latavius Murray,OAK,RB,14,KC,4,21,5.2,1,0,0,0,0,0,0,8.1,8.1
131,DeMarco Murray,TEN,RB,3,OAK,2,6,3,1,1,1,5,0,0,0,8.1,8.1
131,Christine Michael,SEA,RB,3,SF,7,6,0.9,1,1,1,5,0,0,0,8.1,8.1
131,Travaris Cadet,NO,RB,16,TB,0,0,0,0,1,1,11,1,0,0,8.1,8.1
131,Todd Gurley,LAR,RB,14,ATL,3,5,1.7,1,1,1,6,0,0,0,8.1,8.1
131,Mark Ingram,NO,RB,7,KC,3,11,3.7,0,2,2,10,1,2,2,8.1,8.1
131,Devontae Booker,DEN,RB,8,LAC,8,9,1.1,1,3,2,12,0,2,2,8.1,8.1
140,Jeremy Hill,CIN,RB,8,WAS,7,20,2.9,1,0,0,0,0,0,0,8,8
140,Damien Williams,MIA,RB,3,CLE,0,0,0,0,1,1,10,1,0,0,8,8
140,Jamaal Charles,KC,RB,6,OAK,3,12,4,1,1,1,-2,0,0,0,8,8
140,Spencer Ware,KC,RB,6,OAK,5,8,1.6,1,1,1,2,0,0,0,8,8
144,Ryan Mathews,PHI,RB,1,CLE,8,19,2.4,1,0,0,0,0,0,0,7.9,7.9
144,Matt Jones,WAS,RB,2,DAL,3,19,6.3,1,0,0,0,0,0,0,7.9,7.9
144,Latavius Murray,OAK,RB,2,ATL,3,19,6.3,1,0,0,0,0,0,0,7.9,7.9
144,Terrance West,BAL,RB,4,OAK,5,19,3.8,1,0,0,0,0,0,0,7.9,7.9
144,Jay Ajayi,MIA,RB,5,TEN,5,19,3.8,1,0,0,0,0,0,0,7.9,7.9
144,Mark Ingram,NO,RB,12,LAR,4,19,4.8,1,0,0,0,0,0,0,7.9,7.9
144,Shaun Draughn,SF,RB,1,LAR,2,2,1,1,1,1,7,0,0,0,7.9,7.9
144,James White,NE,RB,11,SF,0,0,0,0,1,1,9,1,0,0,7.9,7.9
152,Terrance West,BAL,RB,11,DAL,1,18,18,1,0,0,0,0,0,0,7.8,7.8
152,Frank Gore,IND,RB,2,DEN,1,1,1,0,1,1,7,1,0,0,7.8,7.8
152,Christine Michael,SEA,RB,4,NYJ,2,2,1,0,2,1,6,1,0,0,7.8,7.8
152,LeSean McCoy,BUF,RB,4,NE,2,1,0.5,0,1,1,7,1,0,0,7.8,7.8
152,Matt Asiata,MIN,RB,12,DET,1,5,5,1,1,1,3,0,0,0,7.8,7.8
152,Theo Riddick,DET,RB,13,NO,1,-3,-3,0,3,2,1,1,0,0,7.8,7.8
152,Matt Asiata,MIN,RB,14,JAX,9,10,1.1,1,1,1,8,0,1,1,7.8,7.8
159,Jeremy Hill,CIN,RB,1,NYJ,3,17,5.7,1,0,0,0,0,0,0,7.7,7.7
159,Derrick Henry,TEN,RB,12,CHI,2,17,8.5,1,0,0,0,0,0,0,7.7,7.7
159,Chris Thompson,WAS,RB,4,CLE,1,2,2,0,2,1,5,1,0,0,7.7,7.7
159,CJ Spiller,SEA,RB,4,NYJ,1,-1,-1,0,2,1,8,1,0,0,7.7,7.7
159,Aaron Ripkowski,GB,FB,13,HOU,1,3,3,1,1,1,4,0,0,0,7.7,7.7
159,Carlos Hyde,SF,RB,14,NYJ,0,0,0,0,1,1,7,1,0,0,7.7,7.7
165,Kenneth Dixon,BAL,RB,15,PHI,1,16,16,1,0,0,0,0,0,0,7.6,7.6
165,Jonathan Stewart,CAR,RB,14,LAC,5,16,3.2,1,1,0,0,0,0,0,7.6,7.6
165,DeAngelo Williams,PIT,RB,2,CIN,2,2,1,0,1,1,4,1,0,0,7.6,7.6
168,David Johnson,ARI,RB,3,BUF,6,15,2.5,1,1,0,0,0,0,0,7.5,7.5
168,Ryan Mathews,PHI,RB,5,DET,2,4,2,0,1,1,1,1,0,0,7.5,7.5
168,Robert Turbin,IND,RB,16,OAK,1,2,2,0,1,1,3,1,0,0,7.5,7.5
171,LeGarrette Blount,NE,RB,3,HOU,6,14,2.3,1,0,0,0,0,0,0,7.4,7.4
171,Jay Ajayi,MIA,RB,3,CLE,2,14,7,1,0,0,0,0,0,0,7.4,7.4
171,Wendell Smallwood,PHI,RB,3,PIT,4,14,3.5,1,0,0,0,0,0,0,7.4,7.4
171,Damien Williams,MIA,RB,7,BUF,2,14,7,1,0,0,0,0,0,0,7.4,7.4
171,Ezekiel Elliott,DAL,RB,10,PIT,1,14,14,1,0,0,0,0,0,0,7.4,7.4
171,Ezekiel Elliott,DAL,RB,2,WAS,2,3,1.5,1,1,1,1,0,0,0,7.4,7.4
171,Mike Tolbert,CAR,FB,15,WAS,1,3,3,0,1,1,1,1,0,0,7.4,7.4
171,Tevin Coleman,ATL,RB,12,ARI,1,2,2,1,1,1,2,0,0,0,7.4,7.4
179,LeSean McCoy,BUF,RB,3,ARI,2,13,6.5,1,0,0,0,0,0,0,7.3,7.3
179,Giovani Bernard,CIN,RB,8,WAS,2,13,6.5,1,0,0,0,0,0,0,7.3,7.3
179,Todd Gurley,LAR,RB,16,SF,4,13,3.2,1,0,0,0,0,0,0,7.3,7.3
179,Lamar Miller,HOU,RB,14,IND,6,13,2.2,1,0,0,0,0,0,0,7.3,7.3
179,LeGarrette Blount,NE,RB,14,BAL,4,13,3.2,1,0,0,0,0,0,0,7.3,7.3
179,Latavius Murray,OAK,RB,12,CAR,7,13,1.9,1,0,0,0,0,0,0,7.3,7.3
179,Jeremy Hill,CIN,RB,10,NYG,2,13,6.5,1,0,0,0,0,0,0,7.3,7.3
179,Jerick McKinnon,MIN,RB,13,DAL,0,0,0,0,1,1,3,1,0,0,7.3,7.3
179,Alan Cross,TB,FB,11,KC,0,0,0,0,1,1,3,1,0,0,7.3,7.3
188,Ezekiel Elliott,DAL,RB,5,CIN,2,12,6,1,0,0,0,0,0,0,7.2,7.2
188,Ezekiel Elliott,DAL,RB,15,TB,4,12,3,1,0,0,0,0,0,0,7.2,7.2
188,Thomas Rawls,SEA,RB,13,CAR,3,12,4,1,0,0,0,0,0,0,7.2,7.2
188,Travaris Cadet,NO,RB,1,OAK,0,0,0,0,3,1,2,1,0,0,7.2,7.2
192,Spencer Ware,KC,RB,1,LAC,2,11,5.5,1,0,0,0,0,0,0,7.1,7.1
192,CJ Anderson,DEN,RB,7,HOU,4,11,2.8,1,0,0,0,0,0,0,7.1,7.1
192,Mike Gillislee,BUF,RB,15,CLE,2,11,5.5,1,0,0,0,0,0,0,7.1,7.1
192,DeMarco Murray,TEN,RB,14,DEN,3,11,3.7,1,0,0,0,0,0,0,7.1,7.1
192,Le'Veon Bell,PIT,RB,12,IND,3,11,3.7,1,0,0,0,0,0,0,7.1,7.1
192,Rob Kelley,WAS,RB,7,DET,0,0,0,0,1,1,1,1,0,0,7.1,7.1
192,Theo Riddick,DET,RB,8,HOU,0,0,0,0,1,1,1,1,0,0,7.1,7.1
192,Patrick DiMarco,ATL,FB,9,TB,0,0,0,0,1,1,1,1,0,0,7.1,7.1
192,Damien Williams,MIA,RB,14,ARI,2,-2,-1,0,1,1,3,1,0,0,7.1,7.1
192,DeMarco Murray,TEN,RB,11,IND,2,-2,-1,0,1,1,3,1,0,0,7.1,7.1
202,LeGarrette Blount,NE,RB,2,MIA,4,10,2.5,1,0,0,0,0,0,0,7,7
202,Carlos Hyde,SF,RB,5,ARI,4,10,2.5,1,0,0,0,0,0,0,7,7
202,Devontae Booker,DEN,RB,13,JAX,2,10,5,1,0,0,0,0,0,0,7,7
202,Lamar Miller,HOU,RB,11,OAK,5,10,2,1,1,0,0,0,0,0,7,7
206,Devontae Booker,DEN,RB,7,HOU,5,9,1.8,1,0,0,0,0,1,0,6.9,6.9
207,LeGarrette Blount,NE,RB,1,ARI,1,8,8,1,0,0,0,0,0,0,6.8,6.8
207,Kenjon Barner,PHI,RB,3,PIT,1,8,8,1,0,0,0,0,0,0,6.8,6.8
207,CJ Anderson,DEN,RB,2,IND,5,8,1.6,1,0,0,0,0,0,0,6.8,6.8
207,Carlos Hyde,SF,RB,4,DAL,3,8,2.7,1,0,0,0,0,0,0,6.8,6.8
207,Jeremy Hill,CIN,RB,13,PHI,9,8,0.9,1,0,0,0,0,0,0,6.8,6.8
212,David Johnson,ARI,RB,1,NE,4,7,1.8,1,1,0,0,0,0,0,6.7,6.7
212,Kenyan Drake,MIA,RB,2,NE,1,7,7,1,0,0,0,0,0,0,6.7,6.7
212,Robert Turbin,IND,RB,2,DEN,2,7,3.5,1,1,0,0,0,0,0,6.7,6.7
212,DeMarco Murray,TEN,RB,7,IND,5,7,1.4,1,0,0,0,0,0,0,6.7,6.7
212,Rob Kelley,WAS,RB,8,CIN,4,7,1.8,1,0,0,0,0,0,0,6.7,6.7
212,Jacquizz Rodgers,TB,RB,8,OAK,3,7,2.3,1,0,0,0,0,0,0,6.7,6.7
212,LeGarrette Blount,NE,RB,8,BUF,4,7,1.8,1,0,0,0,0,0,0,6.7,6.7
212,Tim Hightower,NO,RB,9,SF,2,7,3.5,1,0,0,0,0,0,0,6.7,6.7
212,Ty Montgomery,GB,RB,14,SEA,2,7,3.5,1,1,0,0,0,0,0,6.7,6.7
212,Jeremy Langford,CHI,RB,11,NYG,2,7,3.5,1,0,0,0,0,0,0,6.7,6.7
222,Latavius Murray,OAK,RB,1,NO,1,6,6,1,0,0,0,0,0,0,6.6,6.6
222,Frank Gore,IND,RB,3,LAC,2,6,3,1,0,0,0,0,0,0,6.6,6.6
222,Chris Ivory,JAX,RB,6,CHI,3,6,2,1,0,0,0,0,2,0,6.6,6.6
222,Rashad Jennings,NYG,RB,7,LAR,3,6,2,1,0,0,0,0,0,0,6.6,6.6
222,Jay Ajayi,MIA,RB,7,BUF,2,6,3,1,0,0,0,0,0,0,6.6,6.6
222,Robert Turbin,IND,RB,13,NYJ,2,6,3,1,0,0,0,0,0,0,6.6,6.6
222,LeSean McCoy,BUF,RB,11,CIN,2,6,3,1,0,0,0,0,0,0,6.6,6.6
229,CJ Anderson,DEN,RB,1,CAR,6,5,0.8,1,0,0,0,0,0,0,6.5,6.5
229,Jeremy Langford,CHI,RB,1,HOU,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
229,Melvin Gordon,LAC,RB,3,IND,3,5,1.7,1,1,0,0,0,0,0,6.5,6.5
229,Isaiah Crowell,CLE,RB,4,WAS,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
229,Mike Gillislee,BUF,RB,5,LAR,1,5,5,1,0,0,0,0,0,0,6.5,6.5
229,Giovani Bernard,CIN,RB,7,CLE,1,5,5,1,0,0,0,0,0,0,6.5,6.5
229,Doug Martin,TB,RB,14,NO,3,5,1.7,1,0,0,0,0,0,0,6.5,6.5
236,LeSean McCoy,BUF,RB,1,BAL,3,4,1.3,1,0,0,0,0,0,0,6.4,6.4
236,Alfred Morris,DAL,RB,2,WAS,1,4,4,1,0,0,0,0,0,0,6.4,6.4
236,Mike Davis,SF,RB,7,TB,1,4,4,1,0,0,0,0,0,0,6.4,6.4
236,Jacquizz Rodgers,TB,RB,16,NO,2,4,2,1,0,0,0,0,0,0,6.4,6.4
236,Ezekiel Elliott,DAL,RB,16,DET,2,4,2,1,0,0,0,0,0,0,6.4,6.4
236,Shaun Draughn,SF,RB,14,NYJ,1,4,4,1,0,0,0,0,0,0,6.4,6.4
236,Doug Martin,TB,RB,10,CHI,4,4,1,1,0,0,0,0,0,0,6.4,6.4
236,Bilal Powell,NYJ,RB,10,LAR,0,0,0,0,0,0,4,1,0,0,6.4,6.4
236,Robert Turbin,IND,RB,11,TEN,2,4,2,1,0,0,0,0,0,0,6.4,6.4
245,Isaiah Crowell,CLE,RB,1,PHI,3,3,1,1,0,0,0,0,0,0,6.3,6.3
245,Alfred Morris,DAL,RB,3,CHI,1,3,3,1,0,0,0,0,0,0,6.3,6.3
245,John Kuhn,NO,FB,3,ATL,1,3,3,1,0,0,0,0,0,0,6.3,6.3
245,Jordan Howard,CHI,RB,6,JAX,3,3,1,1,2,0,0,0,0,0,6.3,6.3
245,Frank Gore,IND,RB,4,JAX,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
245,LeGarrette Blount,NE,RB,5,CLE,7,3,0.4,1,0,0,0,0,0,0,6.3,6.3
245,Lamar Miller,HOU,RB,8,DET,3,3,1,1,0,0,0,0,0,0,6.3,6.3
245,Mike Gillislee,BUF,RB,8,NE,1,3,3,1,0,0,0,0,0,0,6.3,6.3
245,Ryan Mathews,PHI,RB,8,DAL,3,3,1,1,0,0,0,0,0,0,6.3,6.3
245,Kenjon Barner,PHI,RB,9,NYG,1,3,3,1,0,0,0,0,0,0,6.3,6.3
245,Christine Michael,SEA,RB,9,BUF,1,3,3,1,0,0,0,0,0,0,6.3,6.3
245,Rob Kelley,WAS,RB,15,CAR,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
245,Charcandrick West,KC,RB,14,OAK,1,3,3,1,0,0,0,0,0,0,6.3,6.3
245,Matt Asiata,MIN,RB,10,WAS,4,3,0.8,1,0,0,0,0,0,0,6.3,6.3
245,Todd Gurley,LAR,RB,6,DET,4,7,1.8,0,3,3,26,0,0,0,6.3,6.3
260,Jamize Olawale,OAK,FB,1,NO,1,2,2,1,0,0,0,0,0,0,6.2,6.2
260,Charles Sims,TB,RB,3,LAR,3,2,0.7,1,0,0,0,0,0,0,6.2,6.2
260,Alex Collins,SEA,RB,6,ATL,1,2,2,1,0,0,0,0,0,0,6.2,6.2
260,DeAngelo Williams,PIT,RB,4,KC,1,2,2,1,0,0,0,0,0,0,6.2,6.2
260,Orleans Darkwa,NYG,RB,4,MIN,2,2,1,1,0,0,0,0,0,0,6.2,6.2
