Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
68,Kenjon Barner,PHI,RB,1,CLE,6,7.8,66.7,0,66.7,66.7,4.2,70
69,Robert Turbin,IND,RB,15,MIN,25,35.7,28,8,36,36,19.4,77.6
70,LeSean McCoy,BUF,RB,12,JAX,40,72.7,47.5,5,52.5,52.5,32.4,81
71,Mark Ingram,NO,RB,12,LAR,42,56.8,33.3,4.8,35.7,38.1,32.7,77.9
72,Jay Ajayi,MIA,RB,6,PIT,48,68.6,52.1,4.2,54.2,56.2,36.7,76.5
73,Zach Zenner,DET,RB,4,CHI,5,7.9,60,20,80,80,4.4,88
74,Jeremy Hill,CIN,RB,3,DEN,32,47.8,53.1,0,53.1,53.1,21.7,67.8
75,LeGarrette Blount,NE,RB,10,SEA,37,55.2,56.8,0,56.8,56.8,24.9,67.3
76,Alfred Morris,DAL,RB,2,WAS,10,14.7,50,0,50,50,6.7,67
77,Mike Gillislee,BUF,RB,6,SF,18,22.8,33.3,0,33.3,33.3,12,66.7
78,Le'Veon Bell,PIT,RB,14,BUF,72,96,52.8,6.9,58.3,59.7,54.8,76.1
79,Tim Hightower,NO,RB,12,LAR,25,33.8,60,8,68,68,18.5,74
80,LeSean McCoy,BUF,RB,6,SF,49,62,38.8,6.1,42.9,44.9,37.2,75.9
81,Rob Kelley,WAS,RB,6,PHI,9,12.2,55.6,0,55.6,55.6,5.9,65.6
82,Isaiah Crowell,CLE,RB,2,BAL,32,51.6,56.2,3.1,59.4,59.4,24.8,77.5
82,Matt Jones,WAS,RB,6,PHI,30,40.5,53.3,0,53.3,53.3,22.5,75
82,Kenneth Farrow,LAC,RB,7,ATL,2,2.7,100,0,100,100,1.3,65
85,Ezekiel Elliott,DAL,RB,5,CIN,45,78.9,33.3,8.9,40,42.2,35.1,78
86,Damien Williams,MIA,RB,6,PIT,12,17.1,50,16.7,66.7,66.7,9.7,80.8
87,Kenneth Dixon,BAL,RB,15,PHI,15,25.9,60,6.7,60,66.7,9.6,64
88,Damien Williams,MIA,RB,1,SEA,6,11.3,33.3,33.3,50,66.7,4.8,80
88,Akeem Hunt,HOU,RB,14,IND,3,4.1,33.3,0,33.3,33.3,1.9,63.3
90,Alan Cross,TB,FB,11,KC,10,13,0,10,10,10,7.3,73
91,Wendell Smallwood,PHI,RB,9,NYG,4,5.3,50,0,50,50,2.5,62.5
92,Tim Hightower,NO,RB,15,ARI,27,31.4,40.7,11.1,51.9,51.9,19.8,73.3
93,Danny Woodhead,LAC,RB,2,JAX,5,7.4,60,20,80,80,4.1,82
94,Carlos Hyde,SF,RB,3,SEA,40,70.2,52.5,2.5,55,55,28.5,71.2
95,Thomas Rawls,SEA,RB,13,CAR,39,54.9,38.5,2.6,41,41,27.8,71.3
96,Cameron Artis-Payne,CAR,RB,5,TB,34,63,52.9,0,52.9,52.9,20.5,60.3
97,Mike Gillislee,BUF,RB,5,LAR,11,20,18.2,0,18.2,18.2,6.6,60
97,Alfred Blue,HOU,RB,3,NE,2,2.8,100,0,100,100,1.2,60
97,Daryl Richardson,PIT,RB,2,CIN,1,1.4,100,0,100,100,0.6,60
100,Isaiah Crowell,CLE,RB,4,WAS,34,47.2,47.1,11.8,55.9,58.8,26.2,77.1
101,Ryan Mathews,PHI,RB,15,BAL,36,41.4,55.6,2.8,58.3,58.3,25.3,70.3
102,Antone Smith,TB,RB,7,SF,8,10.7,12.5,37.5,37.5,50,6.7,83.8
103,Jay Ajayi,MIA,RB,7,BUF,47,64.4,59.6,2.1,61.7,61.7,31.6,67.2
104,Robert Turbin,IND,RB,2,DEN,12,16.4,25,8.3,25,33.3,7,58.3
105,Orleans Darkwa,NYG,RB,3,WAS,21,31.3,47.6,4.8,52.4,52.4,13.2,62.9
106,Wendell Smallwood,PHI,RB,3,PIT,24,36.9,70.8,0,70.8,70.8,13.9,57.9
107,John Kuhn,NO,FB,13,DET,13,21.3,15.4,7.7,23.1,23.1,8.5,65.4
108,CJ Anderson,DEN,RB,7,HOU,29,45.3,55.2,0,55.2,55.2,19.7,67.9
108,Chris Thompson,WAS,RB,14,PHI,17,35.4,17.6,5.9,17.6,23.5,9.8,57.6
110,David Johnson,ARI,RB,5,SF,53,77.9,50.9,11.3,56.6,62.3,36.5,68.9
110,Robert Turbin,IND,RB,3,LAC,12,16.9,33.3,0,33.3,33.3,6.9,57.5
112,John Kuhn,NO,FB,3,ATL,11,13.6,9.1,0,9.1,9.1,6.3,57.3
113,Jonathan Stewart,CAR,RB,12,OAK,38,58.5,44.7,2.6,44.7,47.4,21.6,56.8
114,LeGarrette Blount,NE,RB,16,NYJ,30,40,66.7,0,66.7,66.7,17,56.7
115,DeMarco Murray,TEN,RB,10,GB,46,76.7,37,6.5,43.5,45.7,31,67.4
116,Jordan Howard,CHI,RB,13,SF,53,84.1,60.4,1.9,60.4,62.3,32.7,61.7
117,Spencer Ware,KC,RB,6,OAK,40,62.5,60,5,65,65,27.3,68.2
117,James White,NE,RB,16,NYJ,19,25.3,5.3,21.1,21.1,26.3,13.6,71.6
119,Ty Montgomery,GB,RB,15,CHI,51,83.6,31.4,5.9,35.3,37.3,33.3,65.3
120,Lamar Miller,HOU,RB,14,IND,33,45.2,63.6,3,66.7,66.7,22.2,67.3
121,Kenyan Drake,MIA,RB,14,ARI,2,3.3,50,50,100,100,2.1,105
121,Taiwan Jones,OAK,RB,13,BUF,2,2.8,0,50,50,50,2.1,105
123,Ryan Mathews,PHI,RB,6,WAS,11,21.2,81.8,0,81.8,81.8,6,54.5
124,Jeremy Langford,CHI,RB,11,NYG,18,28.1,33.3,16.7,50,50,12.8,71.1
125,Chris Johnson,ARI,RB,2,TB,21,31.8,76.2,0,76.2,76.2,11.4,54.3
125,Robert Turbin,IND,RB,13,NYJ,14,19.2,42.9,0,42.9,42.9,7.6,54.3
127,CJ Anderson,DEN,RB,1,CAR,48,82.8,41.7,10.4,50,52.1,29.9,62.3
128,Paul Perkins,NYG,RB,4,MIN,15,22.7,13.3,20,26.7,33.3,10,66.7
128,Rex Burkhead,CIN,RB,6,NE,3,4.4,66.7,0,66.7,66.7,1.6,53.3
130,Spencer Ware,KC,RB,7,NO,36,69.2,47.2,5.6,52.8,52.8,21.1,58.6
131,LeSean McCoy,BUF,RB,11,CIN,20,30.8,25,15,35,40,12.5,62.5
132,Jordan Howard,CHI,RB,8,MIN,50,82,52,8,60,60,33.2,66.4
133,Devonta Freeman,ATL,RB,13,KC,43,58.1,34.9,11.6,44.2,46.5,26.5,61.6
134,Ezekiel Elliott,DAL,RB,12,WAS,46,82.1,43.5,4.3,47.8,47.8,26,56.5
134,Reggie Bush,BUF,RB,7,MIA,18,31.6,5.6,11.1,11.1,16.7,10.4,57.8
136,DeAngelo Williams,PIT,RB,1,WAS,56,82.4,46.4,16.1,57.1,62.5,38.1,68
136,LeGarrette Blount,NE,RB,6,CIN,25,39.1,52,8,60,60,15,60
138,Jay Ajayi,MIA,RB,16,BUF,52,75.4,61.5,1.9,63.5,63.5,30.9,59.4
138,Jamize Olawale,OAK,FB,1,NO,12,16.4,8.3,0,8.3,8.3,6.2,51.7
140,Christine Michael,SEA,RB,3,SF,45,64.3,44.4,6.7,48.9,51.1,28.1,62.4
141,James White,NE,RB,11,SF,24,31.6,0,25,25,25,18.3,76.2
142,Mike Gillislee,BUF,RB,15,CLE,19,28.4,47.4,0,47.4,47.4,9.7,51.1
143,Terrance West,BAL,RB,13,MIA,37,51.4,27,8.1,35.1,35.1,21.8,58.9
144,Matt Forte,NYJ,RB,8,CLE,43,58.9,58.1,7,62.8,65.1,23.8,55.3
145,Lamar Miller,HOU,RB,6,IND,59,83.1,40.7,6.8,45.8,47.5,35.8,60.7
145,Theo Riddick,DET,RB,5,PHI,40,65.6,27.5,15,42.5,42.5,26.2,65.5
145,Devonta Freeman,ATL,RB,12,ARI,39,55.7,41,7.7,46.2,48.7,21.7,55.6
145,Charles Sims,TB,RB,1,ATL,20,31.2,20,15,35,35,13.1,65.5
149,David Johnson,ARI,RB,16,SEA,59,98.3,47.5,11.9,54.2,59.3,34.6,58.6
150,Chris Thompson,WAS,RB,4,CLE,20,32.3,15,20,25,35,12,60
151,LeGarrette Blount,NE,RB,14,BAL,28,41.2,64.3,3.6,67.9,67.9,14.9,53.2
152,Melvin Gordon,LAC,RB,9,TEN,65,81.2,49.2,6.2,55.4,55.4,39.1,60.2
153,Ezekiel Elliott,DAL,RB,9,CLE,44,60.3,40.9,2.3,43.2,43.2,22.7,51.6
153,Jeremy Hill,CIN,RB,14,CLE,41,57.7,61,9.8,68.3,70.7,26.2,63.9
155,LeSean McCoy,BUF,RB,3,ARI,48,75,35.4,8.3,41.7,43.8,29.6,61.7
155,Charcandrick West,KC,RB,14,OAK,13,23.6,15.4,0,15.4,15.4,6.4,49.2
157,Derrick Henry,TEN,RB,8,JAX,32,47.8,50,15.6,62.5,65.6,19.7,61.6
157,Matt Forte,NYJ,RB,9,MIA,32,55.2,37.5,6.2,40.6,43.8,16.7,52.2
157,Shaun Draughn,SF,RB,7,TB,23,32.9,4.3,30.4,26.1,34.8,16.3,70.9
157,Terrance West,BAL,RB,11,DAL,23,41.8,34.8,8.7,39.1,43.5,12.3,53.5
161,LeGarrette Blount,NE,RB,3,HOU,46,71.9,52.2,0,52.2,52.2,25.5,55.4
161,Jay Ajayi,MIA,RB,3,CLE,18,26.9,38.9,0,38.9,38.9,8.8,48.9
161,Tim Hightower,NO,RB,7,KC,9,12.2,55.6,11.1,66.7,66.7,5.4,60
164,Ty Montgomery,GB,RB,14,SEA,30,50.8,30,13.3,40,43.3,17.6,58.7
165,Terrance West,BAL,RB,6,NYG,50,60.2,46,12,54,58,28.3,56.6
165,Mike Gillislee,BUF,RB,14,PIT,7,13.5,28.6,0,28.6,28.6,3.4,48.6
165,Akeem Hunt,HOU,RB,16,CIN,7,10.9,14.3,28.6,42.9,42.9,5.4,77.1
168,Mark Ingram,NO,RB,16,TB,48,67.6,37.5,6.2,41.7,43.8,25.3,52.7
169,Matt Jones,WAS,RB,4,CLE,41,66.1,53.7,4.9,58.5,58.5,24.8,60.5
170,DeMarco Murray,TEN,RB,8,JAX,39,58.2,53.8,5.1,56.4,59,22.8,58.5
171,Jonathan Stewart,CAR,RB,8,ARI,46,68.7,54.3,4.3,56.5,58.7,24,52.2
172,James White,NE,RB,6,CIN,39,60.9,17.9,23.1,38.5,41,26.6,68.2
172,Rob Kelley,WAS,RB,14,PHI,31,64.6,51.6,6.5,58.1,58.1,16.8,54.2
174,David Johnson,ARI,RB,6,NYJ,67,87,32.8,9,37.3,41.8,37.8,56.4
174,Jordan Todman,IND,RB,15,MIN,4,5.7,100,0,100,100,1.9,47.5
176,Matt Forte,NYJ,RB,2,BUF,61,81.3,49.2,4.9,52.5,54.1,33.9,55.6
176,Matt Asiata,MIN,RB,5,HOU,34,45.9,41.2,8.8,50,50,19.1,56.2
178,Rex Burkhead,CIN,RB,7,CLE,7,11.5,57.1,14.3,71.4,71.4,4.3,61.4
179,Orleans Darkwa,NYG,RB,4,MIN,23,34.8,52.2,8.7,52.2,60.9,10.8,47
180,Terrance West,BAL,RB,15,PHI,26,44.8,50,15.4,65.4,65.4,16.2,62.3
181,Mark Ingram,NO,RB,3,ATL,40,49.4,37.5,15,47.5,52.5,22.7,56.8
181,Isaiah Crowell,CLE,RB,16,LAC,38,53.5,42.1,13.2,52.6,55.3,21.8,57.4
183,Bilal Powell,NYJ,RB,10,LAR,32,53.3,12.5,21.9,34.4,34.4,21.9,68.4
184,Damien Williams,MIA,RB,16,BUF,11,15.9,0,27.3,18.2,27.3,7.1,64.5
185,Melvin Gordon,LAC,RB,7,ATL,65,86.7,33.8,10.8,43.1,44.6,36.1,55.5
186,Isaiah Crowell,CLE,RB,1,PHI,30,57.7,40,6.7,46.7,46.7,15.8,52.7
186,Ryan Mathews,PHI,RB,5,DET,25,41,44,20,64,64,17.5,70
188,Devonta Freeman,ATL,RB,5,DEN,40,59.7,57.5,12.5,65,70,21.3,53.2
189,Robert Turbin,IND,RB,11,TEN,14,23.3,14.3,0,14.3,14.3,6.4,45.7
190,Frank Gore,IND,RB,4,JAX,34,43.6,47.1,17.6,61.8,64.7,20.5,60.3
190,Darren Sproles,PHI,RB,16,NYG,27,48.2,25.9,7.4,33.3,33.3,14.3,53
190,Alfred Blue,HOU,RB,13,GB,9,13.6,55.6,22.2,77.8,77.8,6.1,67.8
193,Mike Gillislee,BUF,RB,16,MIA,20,21.5,55,0,55,55,9.1,45.5
194,Spencer Ware,KC,RB,13,ATL,38,77.6,36.8,10.5,44.7,47.4,20.2,53.2
195,Ezekiel Elliott,DAL,RB,4,SF,48,63.2,47.9,2.1,50,50,25.7,53.5
196,Le'Veon Bell,PIT,RB,16,BAL,57,98.3,35.1,7,40.4,42.1,31.7,55.6
197,Latavius Murray,OAK,RB,13,BUF,50,70.4,40,10,46,50,25.5,51
197,Ameer Abdullah,DET,RB,1,IND,40,61.5,30,12.5,42.5,42.5,23,57.5
197,Ka'Deem Carey,CHI,RB,12,TEN,4,5,25,25,50,50,2.8,70
197,Kenyan Drake,MIA,RB,10,LAC,2,3.9,50,0,50,50,0.9,45
201,Bilal Powell,NYJ,RB,8,CLE,31,42.5,19.4,9.7,22.6,29,14.9,48.1
201,CJ Prosise,SEA,RB,8,NO,23,42.6,17.4,17.4,34.8,34.8,14.3,62.2
203,Latavius Murray,OAK,RB,2,ATL,36,48,22.2,16.7,38.9,38.9,22.1,61.4
204,Matt Forte,NYJ,RB,7,BAL,57,83.8,52.6,7,59.6,59.6,33.4,58.6
205,Giovani Bernard,CIN,RB,7,CLE,33,54.1,51.5,6.1,54.5,57.6,15.7,47.6
205,Kapri Bibbs,DEN,RB,13,JAX,11,20,45.5,0,45.5,45.5,4.9,44.5
207,David Johnson,ARI,RB,11,MIN,63,85.1,34.9,17.5,46,52.4,38,60.3
207,Terrance West,BAL,RB,4,OAK,39,43.8,53.8,0,53.8,53.8,20.3,52.1
207,Justin Forsett,DEN,RB,16,KC,16,26.7,31.2,6.2,31.2,37.5,7.1,44.4
210,Matt Asiata,MIN,RB,12,DET,23,39,21.7,13,34.8,34.8,13.1,57
211,Tim Hightower,NO,RB,9,SF,37,42.5,62.2,2.7,64.9,64.9,17.2,46.5
212,Tevin Coleman,ATL,RB,2,OAK,30,46.9,40,6.7,46.7,46.7,15.1,50.3
213,Latavius Murray,OAK,RB,7,JAX,42,58.3,42.9,11.9,47.6,54.8,20.3,48.3
214,David Johnson,ARI,RB,13,WAS,68,89.5,26.5,17.6,39.7,44.1,38.5,56.6
215,Kenyan Drake,MIA,RB,2,NE,18,27.7,11.1,11.1,22.2,22.2,9.8,54.4
216,Le'Veon Bell,PIT,RB,12,IND,47,87,48.9,10.6,57.4,59.6,27.2,57.9
217,Ezekiel Elliott,DAL,RB,15,TB,58,78.4,39.7,5.2,44.8,44.8,30.8,53.1
218,LeSean McCoy,BUF,RB,13,OAK,45,62.5,37.8,15.6,53.3,53.3,29.1,64.7
219,Christine Michael,SEA,RB,6,ATL,48,72.7,37.5,6.2,43.8,43.8,23.3,48.5
220,DeMarco Murray,TEN,RB,3,OAK,51,75,31.4,9.8,41.2,41.2,29.5,57.8
220,Jalen Richard,OAK,RB,5,LAC,23,31.9,34.8,30.4,60.9,65.2,15.7,68.3
222,Devontae Booker,DEN,RB,7,HOU,35,54.7,48.6,5.7,51.4,54.3,15.7,44.9
222,Charcandrick West,KC,RB,11,TB,10,18.9,0,30,30,30,7.2,72
224,Duke Johnson,CLE,RB,6,TEN,32,47.8,12.5,18.8,25,31.2,17.4,54.4
225,Matt Asiata,MIN,RB,11,ARI,21,36.2,23.8,4.8,28.6,28.6,9.7,46.2
226,Jay Ajayi,MIA,RB,9,NYJ,46,73,52.2,8.7,58.7,60.9,25,54.3
227,LeGarrette Blount,NE,RB,13,LAR,36,45.6,50,0,50,50,14.8,41.1
228,Bilal Powell,NYJ,RB,14,SF,73,86.9,39.7,6.8,46.6,46.6,37.9,51.9
229,Frank Gore,IND,RB,9,GB,47,69.1,40.4,4.3,44.7,44.7,21.1,44.9
229,Frank Gore,IND,RB,14,HOU,33,49.3,30.3,6.1,36.4,36.4,15.4,46.7
229,DeAngelo Williams,PIT,RB,4,KC,17,28.8,23.5,5.9,29.4,29.4,7.9,46.5
232,Melvin Gordon,LAC,RB,13,TB,49,89.1,34.7,12.2,42.9,46.9,23.8,48.6
233,Rashad Jennings,NYG,RB,11,CHI,47,70.1,44.7,12.8,55.3,57.4,23.9,50.9
234,Mike Gillislee,BUF,RB,9,SEA,24,27.9,33.3,8.3,41.7,41.7,11.6,48.3
234,Damien Williams,MIA,RB,14,ARI,17,28.3,29.4,17.6,41.2,47.1,8.8,51.8
234,Fitzgerald Toussaint,PIT,RB,12,IND,7,13,85.7,0,85.7,85.7,2.8,40
234,Lance Dunbar,DAL,RB,15,TB,5,6.8,0,40,40,40,4,80
234,Troymaine Pope,SEA,RB,14,GB,3,4.2,33.3,33.3,33.3,66.7,1.2,40
234,DuJuan Harris,SF,RB,13,CHI,2,3.4,100,0,100,100,0.8,40
234,Rob Kelley,WAS,RB,4,CLE,1,1.6,100,0,100,100,0.4,40
241,James Starks,GB,RB,11,WAS,33,47.1,27.3,18.2,42.4,45.5,18.1,54.8
242,Chris Ivory,JAX,RB,6,CHI,24,40,45.8,8.3,54.2,54.2,11.5,47.9
242,LeGarrette Blount,NE,RB,15,DEN,23,30.7,73.9,0,73.9,73.9,9.1,39.6
244,Zach Zenner,DET,RB,16,DAL,54,76.1,22.2,5.6,25.9,27.8,23.2,43
244,Isaiah Crowell,CLE,RB,14,CIN,30,55.6,33.3,6.7,36.7,40,15.8,52.7
244,Jeremy Hill,CIN,RB,10,NYG,27,46.6,55.6,0,55.6,55.6,10.6,39.3
244,Tim Hightower,NO,RB,10,DEN,14,27.5,57.1,14.3,71.4,71.4,7.5,53.6
248,LeSean McCoy,BUF,RB,14,PIT,43,82.7,27.9,16.3,41.9,44.2,22.8,53
249,Rashad Jennings,NYG,RB,7,LAR,28,50,46.4,10.7,53.6,57.1,12.9,46.1
250,Mike Tolbert,CAR,FB,15,WAS,26,35.6,7.7,11.5,19.2,19.2,13.1,50.4
250,Ronnie Hillman,MIN,RB,9,DET,16,22.9,43.8,6.2,50,50,7.2,45
252,Devonta Freeman,ATL,RB,8,GB,46,73,23.9,13,32.6,37,21.8,47.4
253,David Johnson,ARI,RB,15,NO,59,100,20.3,8.5,27.1,28.8,26.8,45.4
253,Mike Davis,SF,RB,7,TB,21,30,33.3,0,33.3,33.3,8.1,38.6
255,Todd Gurley,LAR,RB,3,TB,52,80,51.9,3.8,53.8,55.8,21,40.4
256,Ezekiel Elliott,DAL,RB,13,MIN,43,82.7,46.5,11.6,55.8,58.1,20.5,47.7
257,Rob Kelley,WAS,RB,15,CAR,30,46.2,30,13.3,43.3,43.3,15.5,51.7
258,Jamize Olawale,OAK,FB,5,LAC,22,30.6,27.3,4.5,31.8,31.8,9.4,42.7
259,David Johnson,ARI,RB,12,ATL,58,87.9,22.4,19,36.2,41.4,33.1,57.1
259,Frank Gore,IND,RB,8,KC,32,48.5,28.1,9.4,34.4,37.5,14.2,44.4
261,DeMarco Murray,TEN,RB,4,HOU,63,95.5,39.7,3.2,42.9,42.9,25.9,41.1
261,Jonathan Williams,BUF,RB,8,NE,19,24.4,26.3,0,26.3,26.3,7.2,37.9
263,Le'Veon Bell,PIT,RB,11,CLE,69,100,40.6,13,52.2,53.6,37.1,53.8
264,Rashad Jennings,NYG,RB,13,PIT,30,50,20,20,40,40,17.3,57.7
265,Shane Vereen,NYG,RB,3,WAS,36,53.7,30.6,13.9,36.1,44.4,16.5,45.8
265,DuJuan Harris,SF,RB,12,MIA,4,5.1,50,0,50,50,1.5,37.5
265,Taiwan Jones,OAK,RB,12,CAR,4,5.4,0,25,25,25,2.5,62.5
265,Akeem Hunt,HOU,RB,15,JAX,4,4.8,75,0,75,75,1.5,37.5
269,Carlos Hyde,SF,RB,1,LAR,57,70.4,40.4,5.3,43.9,45.6,23.3,40.9
269,Duke Johnson,CLE,RB,8,NYJ,31,43.1,12.9,25.8,32.3,38.7,17.6,56.8
271,Jonathan Stewart,CAR,RB,6,NO,55,67.1,34.5,1.8,34.5,36.4,20.5,37.3
271,Jacquizz Rodgers,TB,RB,16,NO,37,60.7,40.5,5.4,45.9,45.9,15.8,42.7
271,Lamar Miller,HOU,RB,8,DET,33,49.3,51.5,9.1,57.6,60.6,14.3,43.3
274,Theo Riddick,DET,RB,8,HOU,52,85.2,21.2,21.2,36.5,42.3,27.3,52.5
274,Dion Lewis,NE,RB,15,DEN,28,37.3,64.3,10.7,71.4,75,12.4,44.3
274,Paul Perkins,NYG,RB,6,BAL,7,10.4,28.6,28.6,57.1,57.1,4.6,65.7
